Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], home apothecary or Abbot's Stall
",width,convenient,elaborate,spacious,ornate,expensive
"Which is wider, and thus has more [MASK], home apothecary or Abbotsford style
",width,elaborate,ornate,decorative,modern,traditional
"Which is wider, and thus has more [MASK], home apothecary or ancient furniture
",width,elaborate,ornate,expensive,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or Animal furniture
",width,expensive,elaborate,decorative,ornate,modern
"Which is wider, and thus has more [MASK], home apothecary or antique furniture
",width,expensive,ornate,modern,elaborate,decorative
"Which is wider, and thus has more [MASK], home apothecary or Arca Bau
",width,elaborate,specialised,specialized,common,spacious
"Which is wider, and thus has more [MASK], home apothecary or Arca Canastra
",width,elaborate,specialised,specialized,spacious,ornate
"Which is wider, and thus has more [MASK], home apothecary or architectural furniture
",width,expensive,decorative,elaborate,ornate,sophisticated
"Which is wider, and thus has more [MASK], home apothecary or Armário Armário-Estante
",width,modern,spacious,elaborate,specialized,modest
"Which is wider, and thus has more [MASK], home apothecary or Armário Guarda-Comida
",width,specialized,elaborate,spacious,modern,specialised
"Which is wider, and thus has more [MASK], home apothecary or Armário Guarda-Louça
",width,modern,spacious,specialized,expensive,elaborate
"Which is wider, and thus has more [MASK], home apothecary or Armário Guarda-Roupa
",width,spacious,modern,specialized,elaborate,expensive
"Which is wider, and thus has more [MASK], home apothecary or Armário Vitrina-Armário
",width,spacious,modern,expensive,accessible,elaborate
"Which is wider, and thus has more [MASK], home apothecary or Armário Vitrine
",width,common,specialized,expensive,stable,efficient
"Which is wider, and thus has more [MASK], home apothecary or Armário: Guarda-Roupa
",width,modern,spacious,specialized,elaborate,traditional
"Which is wider, and thus has more [MASK], home apothecary or Baby furniture
",width,expensive,elaborate,decorative,ornate,modern
"Which is wider, and thus has more [MASK], home apothecary or Bed tables
",width,convenient,elaborate,expensive,efficient,modern
"Which is wider, and thus has more [MASK], home apothecary or beer tap
",width,convenient,expensive,common,efficient,practical
"Which is wider, and thus has more [MASK], home apothecary or Beijing-style furniture
",width,ornate,expensive,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or book chest
",width,convenient,expensive,elaborate,ornate,common
"Which is wider, and thus has more [MASK], home apothecary or Bureau table
",width,convenient,elaborate,common,expensive,efficient
"Which is wider, and thus has more [MASK], home apothecary or campaign furniture
",width,expensive,efficient,practical,elaborate,convenient
"Which is wider, and thus has more [MASK], home apothecary or Candle Bracket
",width,common,specialised,convenient,elaborate,expensive
"Which is wider, and thus has more [MASK], home apothecary or Candle Stand
",width,common,convenient,specialised,elaborate,efficient
"Which is wider, and thus has more [MASK], home apothecary or Card table
",width,convenient,elaborate,expensive,efficient,common
"Which is wider, and thus has more [MASK], home apothecary or Center Table
",width,common,efficient,convenient,specialized,specialised
"Which is wider, and thus has more [MASK], home apothecary or chair back
",width,convenient,comfortable,spacious,efficient,expensive
"Which is wider, and thus has more [MASK], home apothecary or chaise longue
",width,expensive,elaborate,spacious,convenient,decorative
"Which is wider, and thus has more [MASK], home apothecary or cheval glass
",width,expensive,elaborate,ornate,decorative,spacious
"Which is wider, and thus has more [MASK], home apothecary or choir screen
",width,spacious,elaborate,ornate,convenient,modern
"Which is wider, and thus has more [MASK], home apothecary or church shelf
",width,elaborate,convenient,spacious,modest,modern
"Which is wider, and thus has more [MASK], home apothecary or Clothes valet
",width,spacious,convenient,expensive,elaborate,specialised
"Which is wider, and thus has more [MASK], home apothecary or Cofre Portátil
",width,elaborate,specialised,specialized,common,stable
"Which is wider, and thus has more [MASK], home apothecary or Coin cabinet
",width,expensive,convenient,efficient,specialised,common
"Which is wider, and thus has more [MASK], home apothecary or Console Table
",width,common,elaborate,convenient,specialised,expensive
"Which is wider, and thus has more [MASK], home apothecary or Corner Cabinet
",width,specialised,common,elaborate,convenient,specialized
"Which is wider, and thus has more [MASK], home apothecary or Corner Cabinet
",width,specialised,common,elaborate,convenient,specialized
"Which is wider, and thus has more [MASK], home apothecary or Corner chair
",width,convenient,expensive,comfortable,modern,spacious
"Which is wider, and thus has more [MASK], home apothecary or Coromandel lacquer
",width,decorative,expensive,elaborate,ornate,common
"Which is wider, and thus has more [MASK], home apothecary or cue stand
",width,convenient,expensive,efficient,modern,practical
"Which is wider, and thus has more [MASK], home apothecary or Curule Chair
",width,specialised,common,specialized,elaborate,stable
"Which is wider, and thus has more [MASK], home apothecary or cylinder desk
",width,efficient,convenient,expensive,robust,ornate
"Which is wider, and thus has more [MASK], home apothecary or day bed
",width,convenient,comfortable,common,suitable,spacious
"Which is wider, and thus has more [MASK], home apothecary or dresser-litter bin
",width,efficient,specialised,expensive,common,convenient
"Which is wider, and thus has more [MASK], home apothecary or Drop-front desk
",width,spacious,convenient,expensive,comfortable,ornate
"Which is wider, and thus has more [MASK], home apothecary or Drop-front secretary
",width,efficient,convenient,common,specialised,expensive
"Which is wider, and thus has more [MASK], home apothecary or Easy Chair
",width,convenient,expensive,common,specialised,efficient
"Which is wider, and thus has more [MASK], home apothecary or entertainment center
",width,spacious,convenient,modern,accessible,affordable
"Which is wider, and thus has more [MASK], home apothecary or Escrivaninha Cômoda-Escrivaninha
",width,specialized,elaborate,spacious,specialised,extensive
"Which is wider, and thus has more [MASK], home apothecary or Escrivaninha Portátil
",width,spacious,elaborate,specialized,modern,specialised
"Which is wider, and thus has more [MASK], home apothecary or Estante Infantil
",width,convenient,specialized,specialised,elaborate,efficient
"Which is wider, and thus has more [MASK], home apothecary or Fall-front Secretary
",width,robust,flexible,slender,rounded,stable
"Which is wider, and thus has more [MASK], home apothecary or Flower Stand
",width,elaborate,specialised,common,robust,convenient
"Which is wider, and thus has more [MASK], home apothecary or folding stool
",width,flexible,convenient,efficient,stable,robust
"Which is wider, and thus has more [MASK], home apothecary or foot shelf
",width,flexible,convenient,robust,efficient,stable
"Which is wider, and thus has more [MASK], home apothecary or four-poster bed
",width,spacious,comfortable,compact,modest,convenient
"Which is wider, and thus has more [MASK], home apothecary or furniture component
",width,expensive,decorative,efficient,elaborate,practical
"Which is wider, and thus has more [MASK], home apothecary or Gallery Structure
",width,elaborate,specialised,convenient,common,efficient
"Which is wider, and thus has more [MASK], home apothecary or Gaming Table
",width,specialised,specialized,common,convenient,efficient
"Which is wider, and thus has more [MASK], home apothecary or garden furniture
",width,expensive,decorative,elaborate,spacious,ornate
"Which is wider, and thus has more [MASK], home apothecary or giant furniture
",width,elaborate,ornate,expensive,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or Guangzhou-style furniture
",width,ornate,expensive,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or hanger floor
",width,spacious,comfortable,convenient,decorative,elaborate
"Which is wider, and thus has more [MASK], home apothecary or keeps food
",width,efficient,convenient,expensive,common,practical
"Which is wider, and thus has more [MASK], home apothecary or kitchen sink
",width,convenient,efficient,expensive,modern,spacious
"Which is wider, and thus has more [MASK], home apothecary or knickknacks shelf
",width,convenient,elaborate,expensive,specialised,common
"Which is wider, and thus has more [MASK], home apothecary or lacquered furniture
",width,decorative,ornate,elaborate,expensive,detailed
"Which is wider, and thus has more [MASK], home apothecary or Lazy Susan
",width,common,specialized,stable,specialised,efficient
"Which is wider, and thus has more [MASK], home apothecary or leather furniture
",width,expensive,decorative,comfortable,elaborate,ornate
"Which is wider, and thus has more [MASK], home apothecary or library steps
",width,convenient,modern,accessible,spacious,efficient
"Which is wider, and thus has more [MASK], home apothecary or Library Table
",width,convenient,specialised,elaborate,expensive,common
"Which is wider, and thus has more [MASK], home apothecary or Linen Press
",width,specialised,elaborate,common,specialized,efficient
"Which is wider, and thus has more [MASK], home apothecary or litter box
",width,efficient,convenient,expensive,common,compact
"Which is wider, and thus has more [MASK], home apothecary or liturgical furniture
",width,elaborate,ornate,decorative,expensive,spacious
"Which is wider, and thus has more [MASK], home apothecary or low cabinet
",width,expensive,stable,robust,efficient,convenient
"Which is wider, and thus has more [MASK], home apothecary or Macquarie Chest
",width,specialised,common,specialized,expensive,convenient
"Which is wider, and thus has more [MASK], home apothecary or magazine rack
",width,convenient,expensive,efficient,practical,modern
"Which is wider, and thus has more [MASK], home apothecary or Marriage Chest
",width,convenient,common,expensive,efficient,specialized
"Which is wider, and thus has more [MASK], home apothecary or Mechanical table
",width,convenient,elaborate,efficient,expensive,common
"Which is wider, and thus has more [MASK], home apothecary or Medal cabinet
",width,expensive,convenient,elaborate,efficient,modern
"Which is wider, and thus has more [MASK], home apothecary or Mesa Consolo
",width,elaborate,modern,spacious,expensive,ornate
"Which is wider, and thus has more [MASK], home apothecary or Mesa Criado-Mudo
",width,elaborate,modern,specialized,traditional,spacious
"Which is wider, and thus has more [MASK], home apothecary or Mesa Infantil
",width,convenient,efficient,specialized,expensive,specialised
"Which is wider, and thus has more [MASK], home apothecary or Mesa Lavatório
",width,elaborate,modern,spacious,specialized,accessible
"Which is wider, and thus has more [MASK], home apothecary or Mesa: Criado-Mudo
",width,elaborate,modern,specialized,extensive,traditional
"Which is wider, and thus has more [MASK], home apothecary or Ming-style furniture
",width,ornate,elaborate,expensive,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or mobile shelving
",width,efficient,specialised,convenient,common,specialized
"Which is wider, and thus has more [MASK], home apothecary or Mobilio Biblioteca
",width,spacious,specialized,modern,elaborate,specialised
"Which is wider, and thus has more [MASK], home apothecary or Namban screen
",width,expensive,elaborate,robust,ornate,efficient
"Which is wider, and thus has more [MASK], home apothecary or office furniture
",width,expensive,efficient,modern,convenient,decorative
"Which is wider, and thus has more [MASK], home apothecary or Ornamental Panel
",width,elaborate,specialized,common,specialised,complicated
"Which is wider, and thus has more [MASK], home apothecary or Overmantel Mirror
",width,elaborate,specialised,specialized,common,extensive
"Which is wider, and thus has more [MASK], home apothecary or park furniture
",width,spacious,expensive,elaborate,convenient,decorative
"Which is wider, and thus has more [MASK], home apothecary or patent furniture
",width,expensive,practical,efficient,decorative,convenient
"Which is wider, and thus has more [MASK], home apothecary or Pier Mirror
",width,elaborate,specialised,expensive,common,convenient
"Which is wider, and thus has more [MASK], home apothecary or Pier table
",width,convenient,elaborate,efficient,common,expensive
"Which is wider, and thus has more [MASK], home apothecary or pilgrim furniture
",width,elaborate,expensive,ornate,decorative,spacious
"Which is wider, and thus has more [MASK], home apothecary or plastic furniture
",width,expensive,efficient,flexible,modern,decorative
"Which is wider, and thus has more [MASK], home apothecary or portable counter
",width,convenient,efficient,expensive,practical,modern
"Which is wider, and thus has more [MASK], home apothecary or Preguiceiro Infantil
",width,spacious,specialized,modern,expensive,accessible
"Which is wider, and thus has more [MASK], home apothecary or Prestige Chair
",width,elaborate,specialised,common,specialized,stable
"Which is wider, and thus has more [MASK], home apothecary or Provençal breadbox
",width,convenient,efficient,expensive,robust,flexible
"Which is wider, and thus has more [MASK], home apothecary or ready-to-assemble furniture
",width,expensive,efficient,convenient,comfortable,modern
"Which is wider, and thus has more [MASK], home apothecary or Rolltop desk
",width,expensive,convenient,efficient,spacious,ornate
"Which is wider, and thus has more [MASK], home apothecary or room divider
",width,efficient,convenient,expensive,spacious,flexible
"Which is wider, and thus has more [MASK], home apothecary or Rotated Rectangle
",width,rounded,slender,robust,compact,dense
"Which is wider, and thus has more [MASK], home apothecary or Round table
",width,convenient,elaborate,common,efficient,stable
"Which is wider, and thus has more [MASK], home apothecary or roundback armchair
",width,robust,slender,compact,rounded,flexible
"Which is wider, and thus has more [MASK], home apothecary or rustic furniture
",width,decorative,elaborate,ornate,expensive,spacious
"Which is wider, and thus has more [MASK], home apothecary or Sankheda furniture
",width,elaborate,ornate,expensive,decorative,spacious
"Which is wider, and thus has more [MASK], home apothecary or school furniture
",width,expensive,modern,elaborate,common,practical
"Which is wider, and thus has more [MASK], home apothecary or secretary desk
",width,convenient,practical,efficient,expensive,specialised
"Which is wider, and thus has more [MASK], home apothecary or sex furniture
",width,expensive,common,convenient,elaborate,practical
"Which is wider, and thus has more [MASK], home apothecary or Shanghai-style furniture
",width,ornate,expensive,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or shop furniture
",width,expensive,convenient,practical,modern,elaborate
"Which is wider, and thus has more [MASK], home apothecary or shop shelve
",width,convenient,expensive,practical,common,elaborate
"Which is wider, and thus has more [MASK], home apothecary or Side Chair
",width,common,convenient,specialised,elaborate,specialized
"Which is wider, and thus has more [MASK], home apothecary or Snuff Tablet
",width,common,convenient,elaborate,expensive,specialised
"Which is wider, and thus has more [MASK], home apothecary or Spindle-back armchair
",width,comfortable,robust,convenient,flexible,slender
"Which is wider, and thus has more [MASK], home apothecary or Spoon racks
",width,spacious,convenient,expensive,comfortable,modern
"Which is wider, and thus has more [MASK], home apothecary or Standing aid
",width,convenient,expensive,efficient,specialised,specialized
"Which is wider, and thus has more [MASK], home apothecary or street furniture
",width,expensive,decorative,elaborate,ornate,efficient
"Which is wider, and thus has more [MASK], home apothecary or support furniture
",width,expensive,convenient,efficient,flexible,decorative
"Which is wider, and thus has more [MASK], home apothecary or Suzhou-style furniture
",width,ornate,expensive,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], home apothecary or Table Desk
",width,convenient,specialised,expensive,elaborate,specialized
"Which is wider, and thus has more [MASK], home apothecary or table toilet
",width,convenient,efficient,comfortable,spacious,expensive
"Which is wider, and thus has more [MASK], home apothecary or Tall-case Clock
",width,robust,specialised,common,elaborate,specialized
"Which is wider, and thus has more [MASK], home apothecary or Tall Clock
",width,elaborate,expensive,common,convenient,specialised
"Which is wider, and thus has more [MASK], home apothecary or Tambour Desk
",width,expensive,specialised,elaborate,common,spacious
"Which is wider, and thus has more [MASK], home apothecary or Tea Table
",width,specialised,common,convenient,elaborate,efficient
"Which is wider, and thus has more [MASK], home apothecary or teacher's desk
",width,convenient,spacious,expensive,practical,accessible
"Which is wider, and thus has more [MASK], home apothecary or tool board
",width,convenient,expensive,practical,efficient,elaborate
"Which is wider, and thus has more [MASK], home apothecary or towel rack
",width,convenient,expensive,efficient,comfortable,practical
"Which is wider, and thus has more [MASK], home apothecary or Tripod Brazier
",width,expensive,specialized,efficient,elaborate,modern
"Which is wider, and thus has more [MASK], home apothecary or Ulm stool
",width,common,specialised,specialized,convenient,elaborate
"Which is wider, and thus has more [MASK], home apothecary or umbrella holder
",width,convenient,common,expensive,efficient,specialised
"Which is wider, and thus has more [MASK], home apothecary or UP series
",width,specialised,specialized,extensive,elaborate,stable
"Which is wider, and thus has more [MASK], home apothecary or Wall Bracket
",width,specialised,common,elaborate,expensive,convenient
"Which is wider, and thus has more [MASK], home apothecary or Wall Clock
",width,elaborate,expensive,specialised,common,convenient
"Which is wider, and thus has more [MASK], home apothecary or wall rack
",width,convenient,expensive,elaborate,decorative,spacious
"Which is wider, and thus has more [MASK], home apothecary or Waterfall furniture
",width,elaborate,expensive,ornate,decorative,efficient
"Which is wider, and thus has more [MASK], home apothecary or Wooden Casket
",width,elaborate,common,convenient,expensive,spacious
"Which is wider, and thus has more [MASK], home apothecary or Work Table
",width,specialised,convenient,common,efficient,elaborate
"Which is wider, and thus has more [MASK], home apothecary or worship furniture
",width,elaborate,ornate,practical,expensive,convenient
"Which is wider, and thus has more [MASK], home apothecary or Writing table
",width,convenient,elaborate,efficient,expensive,common
"Which is wider, and thus has more [MASK], home apothecary or Yokeback Armchair
",width,robust,common,stable,elaborate,slender
"Which is wider, and thus has more [MASK], keeps food or Room Divider
",width,flexibility,space,room,food,nutrients
"Which is wider, and thus has more [MASK], keeps food or Wisteria Lamp
",width,nutrients,moisture,room,depth,vegetables
"Which is wider, and thus has more [MASK], keeps food or Dressing Cabinet
",width,flexibility,space,room,weight,depth
"Which is wider, and thus has more [MASK], keeps food or Abbot's Stall
",width,room,space,holes,flexibility,depth
"Which is wider, and thus has more [MASK], keeps food or Abbotsford style
",width,flexibility,space,variety,room,amenities
"Which is wider, and thus has more [MASK], keeps food or ancient furniture
",width,space,furniture,room,rooms,inhabitants
"Which is wider, and thus has more [MASK], keeps food or Animal furniture
",width,space,room,furniture,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or antique furniture
",width,furniture,space,room,rooms,amenities
"Which is wider, and thus has more [MASK], keeps food or Arca Bau
",width,inhabitants,space,food,room,people
"Which is wider, and thus has more [MASK], keeps food or Arca Canastra
",width,space,inhabitants,room,food,depth
"Which is wider, and thus has more [MASK], keeps food or architectural furniture
",width,space,furniture,room,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or Armário Armário-Estante
",width,inhabitants,space,room,stores,people
"Which is wider, and thus has more [MASK], keeps food or Armário Guarda-Comida
",width,inhabitants,space,people,vegetables,room
"Which is wider, and thus has more [MASK], keeps food or Armário Guarda-Louça
",width,inhabitants,space,room,vegetables,people
"Which is wider, and thus has more [MASK], keeps food or Armário Guarda-Roupa
",width,inhabitants,space,people,room,vegetables
"Which is wider, and thus has more [MASK], keeps food or Armário Vitrina-Armário
",width,inhabitants,space,room,people,amenities
"Which is wider, and thus has more [MASK], keeps food or Armário Vitrine
",width,flexibility,nutrients,protein,flavor,weight
"Which is wider, and thus has more [MASK], keeps food or Armário: Guarda-Roupa
",width,inhabitants,people,vegetables,stores,food
"Which is wider, and thus has more [MASK], keeps food or Baby furniture
",width,space,room,furniture,rooms,flexibility
"Which is wider, and thus has more [MASK], keeps food or Bed tables
",width,space,room,flexibility,rooms,beds
"Which is wider, and thus has more [MASK], keeps food or beer tap
",width,room,flexibility,space,energy,depth
"Which is wider, and thus has more [MASK], keeps food or Beijing-style furniture
",width,space,furniture,room,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or book chest
",width,room,space,rooms,furniture,beds
"Which is wider, and thus has more [MASK], keeps food or Bureau table
",width,room,space,flexibility,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or campaign furniture
",width,space,money,flexibility,stores,amenities
"Which is wider, and thus has more [MASK], keeps food or Candle Bracket
",width,flexibility,holes,room,space,depth
"Which is wider, and thus has more [MASK], keeps food or Candle Stand
",width,flexibility,space,holes,room,depth
"Which is wider, and thus has more [MASK], keeps food or Card table
",width,space,room,flexibility,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or Center Table
",width,space,flexibility,room,energy,weight
"Which is wider, and thus has more [MASK], keeps food or chair back
",width,space,room,flexibility,seats,seating
"Which is wider, and thus has more [MASK], keeps food or chaise longue
",width,room,flexibility,space,rooms,variety
"Which is wider, and thus has more [MASK], keeps food or cheval glass
",width,space,room,rooms,flexibility,spaces
"Which is wider, and thus has more [MASK], keeps food or choir screen
",width,room,space,food,flexibility,beds
"Which is wider, and thus has more [MASK], keeps food or church shelf
",width,space,room,stores,inhabitants,amenities
"Which is wider, and thus has more [MASK], keeps food or Clothes valet
",width,space,flexibility,room,depth,beds
"Which is wider, and thus has more [MASK], keeps food or Cofre Portátil
",width,flexibility,space,inhabitants,room,variety
"Which is wider, and thus has more [MASK], keeps food or Coin cabinet
",width,flexibility,room,space,food,storage
"Which is wider, and thus has more [MASK], keeps food or Console Table
",width,space,flexibility,room,weight,energy
"Which is wider, and thus has more [MASK], keeps food or Corner Cabinet
",width,space,flexibility,room,energy,weight
"Which is wider, and thus has more [MASK], keeps food or Corner Cabinet
",width,space,flexibility,room,energy,weight
"Which is wider, and thus has more [MASK], keeps food or Corner chair
",width,space,room,flexibility,seats,beds
"Which is wider, and thus has more [MASK], keeps food or Coromandel lacquer
",width,layers,moisture,space,flexibility,texture
"Which is wider, and thus has more [MASK], keeps food or cue stand
",width,flexibility,space,room,depth,energy
"Which is wider, and thus has more [MASK], keeps food or Curule Chair
",width,space,flexibility,depth,inhabitants,room
"Which is wider, and thus has more [MASK], keeps food or cylinder desk
",width,space,room,flexibility,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or day bed
",width,room,beds,space,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or dresser-litter bin
",width,space,room,litter,beds,flexibility
"Which is wider, and thus has more [MASK], keeps food or Drop-front desk
",width,space,room,flexibility,seats,furniture
"Which is wider, and thus has more [MASK], keeps food or Drop-front secretary
",width,flexibility,space,room,energy,seats
"Which is wider, and thus has more [MASK], keeps food or Easy Chair
",width,space,flexibility,room,food,energy
"Which is wider, and thus has more [MASK], keeps food or entertainment center
",width,amenities,restaurants,shops,facilities,space
"Which is wider, and thus has more [MASK], keeps food or Escrivaninha Cômoda-Escrivaninha
",width,inhabitants,vegetables,space,depth,room
"Which is wider, and thus has more [MASK], keeps food or Escrivaninha Portátil
",width,inhabitants,space,room,flexibility,vegetables
"Which is wider, and thus has more [MASK], keeps food or Estante Infantil
",width,flexibility,space,room,depth,nutrients
"Which is wider, and thus has more [MASK], keeps food or Fall-front Secretary
",width,flexibility,space,room,weight,depth
"Which is wider, and thus has more [MASK], keeps food or Flower Stand
",width,space,flexibility,room,energy,depth
"Which is wider, and thus has more [MASK], keeps food or folding stool
",width,flexibility,space,room,weight,holes
"Which is wider, and thus has more [MASK], keeps food or foot shelf
",width,space,flexibility,weight,room,depth
"Which is wider, and thus has more [MASK], keeps food or four-poster bed
",width,room,beds,space,rooms,furniture
"Which is wider, and thus has more [MASK], keeps food or furniture component
",width,space,room,flexibility,furniture,spaces
"Which is wider, and thus has more [MASK], keeps food or Gallery Structure
",width,space,flexibility,room,energy,food
"Which is wider, and thus has more [MASK], keeps food or Gaming Table
",width,space,flexibility,room,energy,food
"Which is wider, and thus has more [MASK], keeps food or garden furniture
",width,space,room,furniture,rooms,flexibility
"Which is wider, and thus has more [MASK], keeps food or giant furniture
",width,space,room,furniture,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or Guangzhou-style furniture
",width,space,furniture,room,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or hanger floor
",width,space,room,flexibility,spaces,seats
"Which is wider, and thus has more [MASK], keeps food or home apothecary
",width,flexibility,beds,room,space,inhabitants
"Which is wider, and thus has more [MASK], keeps food or kitchen sink
",width,room,space,flexibility,rooms,depth
"Which is wider, and thus has more [MASK], keeps food or knickknacks shelf
",width,flexibility,space,room,weight,depth
"Which is wider, and thus has more [MASK], keeps food or lacquered furniture
",width,space,furniture,room,decoration,flexibility
"Which is wider, and thus has more [MASK], keeps food or Lazy Susan
",width,flexibility,space,room,moisture,layers
"Which is wider, and thus has more [MASK], keeps food or leather furniture
",width,space,room,furniture,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or library steps
",width,room,space,rooms,amenities,facilities
"Which is wider, and thus has more [MASK], keeps food or Library Table
",width,space,room,flexibility,food,energy
"Which is wider, and thus has more [MASK], keeps food or Linen Press
",width,space,flexibility,room,moisture,weight
"Which is wider, and thus has more [MASK], keeps food or litter box
",width,space,room,litter,spaces,flexibility
"Which is wider, and thus has more [MASK], keeps food or liturgical furniture
",width,space,furniture,room,rooms,flexibility
"Which is wider, and thus has more [MASK], keeps food or low cabinet
",width,flexibility,room,space,weight,energy
"Which is wider, and thus has more [MASK], keeps food or Macquarie Chest
",width,flexibility,nutrients,moisture,depth,space
"Which is wider, and thus has more [MASK], keeps food or magazine rack
",width,space,room,flexibility,weight,storage
"Which is wider, and thus has more [MASK], keeps food or Marriage Chest
",width,flexibility,nutrients,space,moisture,depth
"Which is wider, and thus has more [MASK], keeps food or Mechanical table
",width,room,space,flexibility,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or Medal cabinet
",width,room,space,flexibility,rooms,storage
"Which is wider, and thus has more [MASK], keeps food or Mesa Consolo
",width,space,room,inhabitants,flexibility,people
"Which is wider, and thus has more [MASK], keeps food or Mesa Criado-Mudo
",width,inhabitants,space,room,people,vegetables
"Which is wider, and thus has more [MASK], keeps food or Mesa Infantil
",width,flexibility,space,room,nutrients,weight
"Which is wider, and thus has more [MASK], keeps food or Mesa Lavatório
",width,space,flexibility,room,inhabitants,variety
"Which is wider, and thus has more [MASK], keeps food or Mesa: Criado-Mudo
",width,inhabitants,people,food,variety,importance
"Which is wider, and thus has more [MASK], keeps food or Ming-style furniture
",width,space,furniture,room,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or mobile shelving
",width,space,flexibility,room,spaces,beds
"Which is wider, and thus has more [MASK], keeps food or Mobilio Biblioteca
",width,space,room,rooms,flexibility,inhabitants
"Which is wider, and thus has more [MASK], keeps food or Namban screen
",width,room,space,flexibility,food,vegetables
"Which is wider, and thus has more [MASK], keeps food or office furniture
",width,space,room,furniture,rooms,spaces
"Which is wider, and thus has more [MASK], keeps food or Ornamental Panel
",width,flexibility,depth,variety,space,significance
"Which is wider, and thus has more [MASK], keeps food or Overmantel Mirror
",width,space,flexibility,room,inhabitants,food
"Which is wider, and thus has more [MASK], keeps food or park furniture
",width,space,room,amenities,furniture,rooms
"Which is wider, and thus has more [MASK], keeps food or patent furniture
",width,space,room,flexibility,furniture,rooms
"Which is wider, and thus has more [MASK], keeps food or Pier Mirror
",width,space,room,flexibility,energy,food
"Which is wider, and thus has more [MASK], keeps food or Pier table
",width,space,room,flexibility,spaces,rooms
"Which is wider, and thus has more [MASK], keeps food or pilgrim furniture
",width,inhabitants,space,people,importance,room
"Which is wider, and thus has more [MASK], keeps food or plastic furniture
",width,space,flexibility,room,furniture,spaces
"Which is wider, and thus has more [MASK], keeps food or portable counter
",width,space,room,flexibility,spaces,rooms
"Which is wider, and thus has more [MASK], keeps food or Preguiceiro Infantil
",width,inhabitants,vegetables,room,space,variety
"Which is wider, and thus has more [MASK], keeps food or Prestige Chair
",width,space,inhabitants,flexibility,room,depth
"Which is wider, and thus has more [MASK], keeps food or Provençal breadbox
",width,flexibility,space,room,food,variety
"Which is wider, and thus has more [MASK], keeps food or ready-to-assemble furniture
",width,flexibility,space,room,furniture,rooms
"Which is wider, and thus has more [MASK], keeps food or Rolltop desk
",width,space,room,flexibility,furniture,spaces
"Which is wider, and thus has more [MASK], keeps food or room divider
",width,room,space,flexibility,rooms,seats
"Which is wider, and thus has more [MASK], keeps food or Rotated Rectangle
",width,flexibility,space,depth,room,edges
"Which is wider, and thus has more [MASK], keeps food or Round table
",width,space,room,flexibility,spaces,rooms
"Which is wider, and thus has more [MASK], keeps food or roundback armchair
",width,flexibility,space,room,weight,seating
"Which is wider, and thus has more [MASK], keeps food or rustic furniture
",width,space,room,furniture,rooms,flexibility
"Which is wider, and thus has more [MASK], keeps food or Sankheda furniture
",width,space,room,rooms,inhabitants,beds
"Which is wider, and thus has more [MASK], keeps food or school furniture
",width,room,space,amenities,furniture,rooms
"Which is wider, and thus has more [MASK], keeps food or secretary desk
",width,room,space,rooms,beds,furniture
"Which is wider, and thus has more [MASK], keeps food or sex furniture
",width,space,room,flexibility,freedom,rooms
"Which is wider, and thus has more [MASK], keeps food or Shanghai-style furniture
",width,space,furniture,room,flexibility,rooms
"Which is wider, and thus has more [MASK], keeps food or shop furniture
",width,space,room,rooms,stores,shops
"Which is wider, and thus has more [MASK], keeps food or shop shelve
",width,shops,stores,space,room,amenities
"Which is wider, and thus has more [MASK], keeps food or Side Chair
",width,space,flexibility,room,depth,weight
"Which is wider, and thus has more [MASK], keeps food or Snuff Tablet
",width,room,space,flexibility,holes,moisture
"Which is wider, and thus has more [MASK], keeps food or Spindle-back armchair
",width,flexibility,space,room,weight,seats
"Which is wider, and thus has more [MASK], keeps food or Spoon racks
",width,space,room,rooms,flexibility,spaces
"Which is wider, and thus has more [MASK], keeps food or Standing aid
",width,flexibility,space,room,energy,weight
"Which is wider, and thus has more [MASK], keeps food or street furniture
",width,space,room,furniture,amenities,stores
"Which is wider, and thus has more [MASK], keeps food or support furniture
",width,space,room,flexibility,furniture,spaces
"Which is wider, and thus has more [MASK], keeps food or Suzhou-style furniture
",width,space,room,furniture,rooms,flexibility
