Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is more nutritious, and thus more [MASK], brain or Pepe
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or pepes
",healthy,healthy,expensive,productive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Perpeqi
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Persian
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Pesarattu
",healthy,healthy,productive,fertile,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Petha
",healthy,healthy,robust,productive,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Phitti
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Piaya
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or pişi
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Piki
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pilgrim
",healthy,healthy,robust,productive,flexible,fertile
"Which is more nutritious, and thus more [MASK], brain or Pinca
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pindang
",healthy,healthy,productive,robust,efficient,intelligent
"Which is more nutritious, and thus more [MASK], brain or Pishes
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Pisto
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Pistou
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pitha
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Pkhali
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Plăcintă
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pletzel
",healthy,healthy,robust,expensive,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Ploatz
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or Ploye
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Podpłomyk
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Poffert
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pohay
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Poloo
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Ponganalu
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Poornalu
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or popover
",healthy,healthy,expensive,productive,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Pore
",healthy,healthy,robust,productive,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Poriyal
",healthy,healthy,productive,robust,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or potato
",healthy,healthy,protein,robust,productive,meat
"Which is more nutritious, and thus more [MASK], brain or Potbrood
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or powidl
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Prežganka
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or pryanik
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Puddingbroodje
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Punjung
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or purée
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Puri
",healthy,healthy,robust,sensitive,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Putok
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Qiwî
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Qoiri
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or qottab
",healthy,healthy,robust,productive,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Queijadinha
",healthy,healthy,productive,fertile,intelligent,robust
"Which is more nutritious, and thus more [MASK], brain or Quzi
",healthy,healthy,productive,robust,intelligent,fertile
"Which is more nutritious, and thus more [MASK], brain or Ražnjići
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or ra-bokki
",healthy,healthy,productive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Rajbhog
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Rasabali
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Revithia
",healthy,healthy,robust,expensive,productive,toxic
"Which is more nutritious, and thus more [MASK], brain or Rfissa
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Ričet
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Rivels
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Rosół
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Rubaboo
",healthy,healthy,robust,productive,sensitive,protein
"Which is more nutritious, and thus more [MASK], brain or Rumaki
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Sōki
",healthy,healthy,productive,expensive,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Sabaayad
",healthy,healthy,productive,fertile,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Sadya
",healthy,healthy,productive,robust,intelligent,fertile
"Which is more nutritious, and thus more [MASK], brain or Saipancakes
",healthy,healthy,protein,robust,fat,productive
"Which is more nutritious, and thus more [MASK], brain or Sakkarpara
",healthy,healthy,fertile,productive,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Saksang
",healthy,healthy,productive,robust,refined,intelligent
"Which is more nutritious, and thus more [MASK], brain or salad
",healthy,healthy,protein,productive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Sambali
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Sambalingkung
",healthy,healthy,robust,productive,expensive,effective
"Which is more nutritious, and thus more [MASK], brain or Sancocho
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Sandesh
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Sangak
",healthy,healthy,productive,robust,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or Sarsiado
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Schneeball
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Schuxen
",healthy,healthy,robust,productive,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or Scotcheroos
",healthy,healthy,expensive,productive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Sea-pie
",healthy,healthy,intelligent,expensive,productive,robust
"Which is more nutritious, and thus more [MASK], brain or Seblak
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Sekuwa
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or sev
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Sevai
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Sevpuri
",healthy,healthy,productive,fertile,expensive,robust
"Which is more nutritious, and thus more [MASK], brain or Sgabeo
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or shabu-shabu
",healthy,healthy,productive,refined,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Shamishi
",healthy,healthy,robust,sensitive,expensive,productive
"Which is more nutritious, and thus more [MASK], brain or shchi
",healthy,healthy,robust,sensitive,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Shemai
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Shlishkes
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Showbread
",healthy,healthy,protein,productive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Sinasir
",healthy,healthy,robust,productive,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Singju
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Singori
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Sinseollo
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Skilpadjies
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Skolebrød
",healthy,healthy,productive,expensive,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Skomakarlåda
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Sloosh
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or snack
",healthy,healthy,protein,robust,flexible,productive
"Which is more nutritious, and thus more [MASK], brain or sofrito
",healthy,healthy,robust,expensive,productive,refined
"Which is more nutritious, and thus more [MASK], brain or sohan
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Sooth
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or sop
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Sope
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or Sorbhaja
",healthy,healthy,productive,fertile,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Soryaz
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Sou
",healthy,healthy,robust,productive,flexible,sensitive
"Which is more nutritious, and thus more [MASK], brain or soufflé
",healthy,healthy,robust,expensive,productive,protein
"Which is more nutritious, and thus more [MASK], brain or soup
",healthy,healthy,protein,robust,meat,expensive
"Which is more nutritious, and thus more [MASK], brain or sowans
",healthy,healthy,expensive,robust,fertile,productive
"Which is more nutritious, and thus more [MASK], brain or speķrauši
",healthy,healthy,productive,robust,intelligent,fertile
"Which is more nutritious, and thus more [MASK], brain or Spiedie
",healthy,healthy,intelligent,productive,robust,flexible
"Which is more nutritious, and thus more [MASK], brain or spoom
",healthy,healthy,expensive,productive,robust,efficient
"Which is more nutritious, and thus more [MASK], brain or spread
",healthy,healthy,robust,efficient,productive,flexible
"Which is more nutritious, and thus more [MASK], brain or Steak
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or stew
",healthy,healthy,robust,protein,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Suaasat
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Succotash
",healthy,healthy,robust,productive,expensive,efficient
"Which is more nutritious, and thus more [MASK], brain or Suncake
",healthy,healthy,robust,productive,protein,fertile
"Which is more nutritious, and thus more [MASK], brain or sundubu-jjigae
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or Sushki
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Swikee
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or tablet
",healthy,healthy,robust,sensitive,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Taftan
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or tahini
",healthy,healthy,robust,productive,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Talkan
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Talo
",healthy,healthy,robust,productive,flexible,sensitive
"Which is more nutritious, and thus more [MASK], brain or Talunan
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Tanghulu
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Tangia
",healthy,healthy,robust,expensive,sensitive,productive
"Which is more nutritious, and thus more [MASK], brain or tangsuyuk
",healthy,healthy,productive,robust,refined,intelligent
"Which is more nutritious, and thus more [MASK], brain or Tapìt
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Tapai
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Tarasari
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Tchaka
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Teja
",healthy,healthy,robust,productive,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Tejuino
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Tekwan
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Tempoyak
",healthy,healthy,productive,robust,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Tequeño
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Thalipeeth
",healthy,healthy,productive,robust,refined,fertile
"Which is more nutritious, and thus more [MASK], brain or Thekua
",healthy,healthy,robust,productive,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Thomas'
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Thukpa
",healthy,healthy,productive,robust,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or tikka
",healthy,healthy,intelligent,productive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Tilgul
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Tilkut
",healthy,healthy,productive,expensive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Timbits
",healthy,healthy,expensive,fat,sensitive,productive
"Which is more nutritious, and thus more [MASK], brain or timlo
",healthy,healthy,robust,productive,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Tingmo
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Tirit
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or tklapi
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or tongdak
",healthy,healthy,robust,productive,refined,sensitive
"Which is more nutritious, and thus more [MASK], brain or Tongseng
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Tonjiru
",healthy,healthy,productive,robust,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Toobs
",healthy,healthy,robust,sensitive,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or topping
",healthy,healthy,robust,sensitive,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Tostada
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Trofie
",healthy,healthy,productive,robust,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or Ttavas
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or tteokguk
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Tu
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Tubaani
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Twisties
",healthy,healthy,sensitive,productive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Ube
",healthy,healthy,robust,productive,flexible,expensive
"Which is more nutritious, and thus more [MASK], brain or Uja
",healthy,healthy,robust,productive,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or ukha
",healthy,healthy,robust,productive,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Umngqusho
",healthy,healthy,productive,robust,refined,sensitive
"Which is more nutritious, and thus more [MASK], brain or Unnakai
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Untir-untir
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Urutan
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Uunijuusto
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Vánočka
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Vadaikari
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Valdiviano
",healthy,healthy,productive,expensive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Velhote
",healthy,healthy,robust,productive,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Viscount
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or VitBe
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or wokas
",healthy,healthy,robust,productive,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Xiaochi
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Yakgwa
",healthy,healthy,productive,robust,refined,intelligent
"Which is more nutritious, and thus more [MASK], brain or yangko
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or Yapchik
",healthy,healthy,productive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Yema
",healthy,healthy,robust,sensitive,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or yeolmu-kimchi
",healthy,healthy,productive,intelligent,delicate,robust
"Which is more nutritious, and thus more [MASK], brain or Yeotgangjeong
",healthy,healthy,productive,expensive,robust,effective
"Which is more nutritious, and thus more [MASK], brain or Yocrunch
",healthy,healthy,productive,expensive,robust,protein
"Which is more nutritious, and thus more [MASK], brain or Youtiao
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Yugwa
",healthy,healthy,productive,robust,intelligent,refined
"Which is more nutritious, and thus more [MASK], brain or Yukgaejang
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or yuvalama
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Zaalouk
",healthy,healthy,productive,robust,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or Zambousies
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Zhoixo
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Zichi
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Zigulì
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Zingers
",healthy,healthy,productive,expensive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Zobo
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Zoque
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Zosui
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Zowey
",healthy,healthy,productive,expensive,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Zviti
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], Ceylon or brain
",healthy,healthy,expensive,robust,productive,fertile
"Which is more nutritious, and thus more [MASK], Epis or brain
",healthy,healthy,productive,robust,expensive,efficient
"Which is more nutritious, and thus more [MASK], fit-fit or boyoz
",healthy,healthy,desirable,expensive,convenient,energetic
"Which is more nutritious, and thus more [MASK], fit-fit or mother-in-law
",healthy,healthy,desirable,expensive,convenient,efficient
"Which is more nutritious, and thus more [MASK], Friand or brain
",healthy,healthy,productive,robust,expensive,efficient
"Which is more nutritious, and thus more [MASK], goody or fit-fit
",healthy,healthy,expensive,convenient,desirable,crisp
"Which is more nutritious, and thus more [MASK], guk or brain
",healthy,healthy,robust,expensive,refined,productive
"Which is more nutritious, and thus more [MASK], guk or fit-fit
",healthy,healthy,robust,expensive,convenient,refined
"Which is more nutritious, and thus more [MASK], jeon or brain
",healthy,healthy,expensive,intelligent,productive,delicious
"Which is more nutritious, and thus more [MASK], jeon or fit-fit
",healthy,healthy,expensive,convenient,satisfying,energetic
"Which is more nutritious, and thus more [MASK], Kazy or brain
",healthy,healthy,expensive,robust,productive,sensitive
"Which is more nutritious, and thus more [MASK], Kazy or fit-fit
",healthy,healthy,comfortable,expensive,convenient,desirable
"Which is more nutritious, and thus more [MASK], Khaman or fit-fit
",healthy,healthy,expensive,convenient,efficient,reliable
"Which is more nutritious, and thus more [MASK], Khoresh or brain
",healthy,healthy,expensive,productive,robust,fertile
"Which is more nutritious, and thus more [MASK], kidney or fit-fit
",healthy,healthy,robust,expensive,stable,efficient
"Which is more nutritious, and thus more [MASK], kidney or freezie
",healthy,healthy,stable,fertile,abundant,acidic
"Which is more nutritious, and thus more [MASK], kidney or Minties
",healthy,healthy,expensive,fat,acidic,protein
"Which is more nutritious, and thus more [MASK], kidney or Twisties
",healthy,healthy,expensive,acidic,productive,bitter
"Which is more nutritious, and thus more [MASK], Krispie or brain
",healthy,healthy,expensive,robust,productive,delicious
"Which is more nutritious, and thus more [MASK], Kwati or brain
",healthy,healthy,robust,productive,efficient,expensive
"Which is more nutritious, and thus more [MASK], Meat or brain
",healthy,healthy,expensive,productive,robust,protein
"Which is more nutritious, and thus more [MASK], meze or brain
",healthy,healthy,productive,robust,expensive,efficient
"Which is more nutritious, and thus more [MASK], Minties or brain
",healthy,healthy,expensive,robust,productive,refined
"Which is more nutritious, and thus more [MASK], Model or boyoz
",healthy,healthy,fun,energetic,sweet,delicious
"Which is more nutritious, and thus more [MASK], Muk or brain
",healthy,healthy,expensive,robust,efficient,productive
"Which is more nutritious, and thus more [MASK], Pashti or brain
",healthy,healthy,expensive,productive,refined,fertile
"Which is more nutritious, and thus more [MASK], Shlishkes or brain
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], Sope or brain
",healthy,healthy,expensive,robust,productive,intelligent
"Which is more nutritious, and thus more [MASK], Tharid or brain
",healthy,healthy,robust,expensive,stable,fertile
"Which is more nutritious, and thus more [MASK], Tharid or fit-fit
",healthy,healthy,expensive,robust,convenient,efficient
"Which is more nutritious, and thus more [MASK], Twisties or brain
",healthy,healthy,expensive,painful,frequent,productive
"Which is more nutritious, and thus more [MASK], Twisties or SOYJOY
",healthy,healthy,effective,expensive,delicious,productive
"Which has more rainfall, and thus more [MASK], Barabanki or Zacatecas
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Bregbo or Zacatecas
",humid,humid,populated,fertile,rainfall,rain
"Which has more rainfall, and thus more [MASK], Chatham-Kent or Sancos
",humid,humid,rainfall,fertile,rain,abundant
"Which has more rainfall, and thus more [MASK], Chatham-Kent or Albacete
",humid,humid,fertile,rainfall,abundant,arid
"Which has more rainfall, and thus more [MASK], Chatham-Kent or Huancané
",humid,humid,rainfall,fertile,rain,abundant
"Which has more rainfall, and thus more [MASK], Chatham-Kent or Zacatecas
",humid,humid,fertile,rainfall,precipitation,rain
"Which has more rainfall, and thus more [MASK], Chatham-Kent or Ayacucho
",humid,humid,rainfall,fertile,abundant,rain
"Which has more rainfall, and thus more [MASK], Sancos or Chatham-Kent
",humid,humid,rainfall,rivers,fertile,beaches
"Which has more rainfall, and thus more [MASK], Gryfino or Chatham-Kent
",humid,humid,rainfall,rain,precipitation,fertile
"Which has more rainfall, and thus more [MASK], Pakpattan or Zacatecas
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Nouaceur or Chatham-Kent
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Nouaceur or Zacatecas
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Nouaceur or Saint-Louis
",humid,humid,fertile,rainfall,rain,wine
"Which has more rainfall, and thus more [MASK], Assorus or Chatham-Kent
",humid,humid,rainfall,fertile,arid,rain
"Which has more rainfall, and thus more [MASK], Assorus or Zacatecas
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Burlington or Albacete
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Gardabani or Zacatecas
",humid,humid,populated,valleys,fertile,populous
"Which has more rainfall, and thus more [MASK], Albacete or Verona
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Nike
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kuopio
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Salemata
",humid,humid,fertile,rainfall,vegetation,soil
"Which has more rainfall, and thus more [MASK], Albacete or Chatham-Kent
",humid,humid,fertile,arid,rainfall,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Sancos
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Sechura
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Hamilton
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Boyd
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Jaca
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Ironcollo
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Assorus
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Burlington
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Narita
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Prato
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Lublin
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Uscana
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Bradford
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Winnipeg
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Lancaster
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kandy
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Huancané
",humid,humid,fertile,rainfall,rain,mountainous
"Which has more rainfall, and thus more [MASK], Albacete or Zacatecas
",humid,humid,fertile,mountainous,rainfall,populated
