Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], Estante or caning
",width,flexibility,depth,curves,edges,dimensions
"Which is wider, and thus has more [MASK], Estante or canterbury
",width,branches,curves,bays,dimensions,subdivisions
"Which is wider, and thus has more [MASK], Estante or Casket
",width,depth,curves,dimensions,flexibility,edges
"Which is wider, and thus has more [MASK], Estante or Cellarette
",width,curves,depth,bays,branches,squares
"Which is wider, and thus has more [MASK], Estante or chair
",width,seats,curves,spaces,legs,flexibility
"Which is wider, and thus has more [MASK], Estante or chest
",width,sides,branches,lobes,depth,width
"Which is wider, and thus has more [MASK], Estante or chesterfield
",width,bays,curves,depth,sides,subdivisions
"Which is wider, and thus has more [MASK], Estante or Chest-on-Chest
",width,pronounced,branches,depth,curves,narrow
"Which is wider, and thus has more [MASK], Estante or chifforobe
",width,branches,curves,edges,flexibility,depth
"Which is wider, and thus has more [MASK], Estante or chigaidana
",width,branches,lobes,vowels,curves,teeth
"Which is wider, and thus has more [MASK], Estante or Clock
",width,dimensions,curves,edges,depth,branches
"Which is wider, and thus has more [MASK], Estante or closet
",width,dimensions,depth,edges,branches,curves
"Which is wider, and thus has more [MASK], Estante or closet-showcase
",width,flexible,narrow,flexibility,compact,dense
"Which is wider, and thus has more [MASK], Estante or coffin
",width,curves,dimensions,edges,depth,branches
"Which is wider, and thus has more [MASK], Estante or Cofre
",width,dimensions,edges,curves,branches,depth
"Which is wider, and thus has more [MASK], Estante or Commode
",width,flexibility,lobes,symmetry,aperture,depth
"Which is wider, and thus has more [MASK], Estante or conversadeira
",width,subdivisions,branches,dimensions,depth,flexibility
"Which is wider, and thus has more [MASK], Estante or couch
",width,edges,dimensions,curves,depth,spaces
"Which is wider, and thus has more [MASK], Estante or counter
",width,edges,symmetry,angles,curves,depth
"Which is wider, and thus has more [MASK], Estante or countertop
",width,squares,rounded,curves,edges,angles
"Which is wider, and thus has more [MASK], Estante or Cupboard
",width,depth,flexibility,fins,curves,rounded
"Which is wider, and thus has more [MASK], Estante or desk
",width,curves,dimensions,edges,depth,branches
"Which is wider, and thus has more [MASK], Estante or Dossel
",width,dimensions,edges,symmetry,vertices,curves
"Which is wider, and thus has more [MASK], Estante or Dressers
",width,curves,dimensions,branches,bends,edges
"Which is wider, and thus has more [MASK], Estante or duchess
",width,sisters,subdivisions,variations,titles,plural
"Which is wider, and thus has more [MASK], Estante or Enzi
",width,vowels,edges,curves,dimensions,subdivisions
"Which is wider, and thus has more [MASK], Estante or Escrivaninha
",width,branches,depth,curves,dimensions,subdivisions
"Which is wider, and thus has more [MASK], Estante or Estalo
",width,depth,curves,dimensions,edges,branches
"Which is wider, and thus has more [MASK], Estante or Estrado
",width,dimensions,depth,curves,branches,subdivisions
"Which is wider, and thus has more [MASK], Estante or Faux-palier
",width,curves,dimensions,edges,squares,subdivisions
"Which is wider, and thus has more [MASK], Estante or footstool
",width,flexibility,depth,branches,curves,rounded
"Which is wider, and thus has more [MASK], Estante or Four
",width,dimensions,edges,curves,depth,branches
"Which is wider, and thus has more [MASK], Estante or futon
",width,rounded,curves,vowels,horns,flexibility
"Which is wider, and thus has more [MASK], Estante or haberdasher
",width,edges,dimensions,branches,curves,squares
"Which is wider, and thus has more [MASK], Estante or hanger
",width,flexibility,edges,width,space,spaces
"Which is wider, and thus has more [MASK], Estante or Hatstand
",width,curves,dimensions,edges,depth,branches
"Which is wider, and thus has more [MASK], Estante or headrest
",width,fur,rounded,hair,frontal,claws
"Which is wider, and thus has more [MASK], Estante or Highboy
",width,curves,branches,dimensions,edges,depth
"Which is wider, and thus has more [MASK], Estante or hutch
",width,branches,holes,depth,openings,slopes
"Which is wider, and thus has more [MASK], Estante or icebox
",width,flexibility,depth,holes,water,layers
"Which is wider, and thus has more [MASK], Estante or Kari
",width,branches,vowels,edges,curves,depth
"Which is wider, and thus has more [MASK], Estante or kast
",width,vowels,consonants,depth,flexibility,dimensions
"Which is wider, and thus has more [MASK], Estante or Lamp
",width,edges,curves,dimensions,branches,depth
"Which is wider, and thus has more [MASK], Estante or lamp
",width,aperture,depth,edges,branches,diameter
"Which is wider, and thus has more [MASK], Estante or lectern
",width,columns,seats,seating,windows,spaces
"Which is wider, and thus has more [MASK], Estante or Leito
",width,curves,dimensions,edges,branches,depth
"Which is wider, and thus has more [MASK], Estante or Loveseat
",width,depth,branches,edges,dimensions,curves
"Which is wider, and thus has more [MASK], Estante or Maçaneta
",width,depth,branches,curves,vowels,subdivisions
"Which is wider, and thus has more [MASK], Estante or Mantel
",width,dimensions,curves,depth,branches,flexibility
"Which is wider, and thus has more [MASK], Estante or medalist
",width,dimensions,curves,edges,depth,branches
"Which is wider, and thus has more [MASK], Estante or Mesa
",width,dimensions,edges,curves,depth,branches
"Which is wider, and thus has more [MASK], Estante or mirror
",width,symmetry,aperture,edges,angles,dimensions
"Which is wider, and thus has more [MASK], Estante or office
",width,space,dimensions,branches,subdivisions,spaces
"Which is wider, and thus has more [MASK], Estante or Oonjal
",width,vowels,curves,branches,consonants,subdivisions
"Which is wider, and thus has more [MASK], Estante or Pedestal
",width,curves,rounded,depth,angles,dimensions
"Which is wider, and thus has more [MASK], Estante or Pinos
",width,branches,dimensions,depth,curves,vowels
"Which is wider, and thus has more [MASK], Estante or playpen
",width,flexibility,depth,variation,dimensions,edges
"Which is wider, and thus has more [MASK], Estante or Prendedores
",width,branches,lobes,dimensions,curves,edges
"Which is wider, and thus has more [MASK], Estante or psyche
",width,depth,flexibility,dimensions,complexity,dimension
"Which is wider, and thus has more [MASK], Estante or radiogram
",width,wavelength,aperture,contrast,depth,sensitivity
"Which is wider, and thus has more [MASK], Estante or Rahle
",width,vowels,edges,branches,dimensions,curves
"Which is wider, and thus has more [MASK], Estante or Screen
",width,dimensions,depth,curves,edges,branches
"Which is wider, and thus has more [MASK], Estante or Screen
",width,dimensions,depth,curves,edges,branches
"Which is wider, and thus has more [MASK], Estante or seat
",width,seats,space,spaces,depth,flexibility
"Which is wider, and thus has more [MASK], Estante or Seating
",width,flexibility,curves,depth,edges,dimensions
"Which is wider, and thus has more [MASK], Estante or Secretary
",width,dimensions,edges,curves,depth,branches
"Which is wider, and thus has more [MASK], Estante or Secretary-bookcase
",width,pages,flexible,compact,rounded,narrow
"Which is wider, and thus has more [MASK], Estante or Settee
",width,dimensions,curves,depth,flexibility,edges
"Which is wider, and thus has more [MASK], Estante or shelf
",width,depth,branches,lobes,width,dimensions
"Which is wider, and thus has more [MASK], Estante or Sideboard
",width,flexibility,depth,curves,edges,dimensions
"Which is wider, and thus has more [MASK], Estante or Sofa
",width,depth,dimensions,edges,curves,branches
"Which is wider, and thus has more [MASK], Estante or spalliera
",width,branches,curves,lobes,horns,depth
"Which is wider, and thus has more [MASK], Estante or stand
",width,depth,dimensions,edges,width,height
"Which is wider, and thus has more [MASK], Estante or Stool
",width,edges,curves,vertices,dimensions,nodes
"Which is wider, and thus has more [MASK], Estante or Tủ
",width,edges,curves,dimensions,lobes,symmetry
"Which is wider, and thus has more [MASK], Estante or Tête-à-tête
",width,curves,subdivisions,pronounced,branches,depth
"Which is wider, and thus has more [MASK], Estante or table
",width,dimensions,edges,curves,depth,squares
"Which is wider, and thus has more [MASK], Estante or Tapchan
",width,edges,branches,vowels,curves,depth
"Which is wider, and thus has more [MASK], Estante or Trapeza
",width,curves,branches,depth,edges,squares
"Which is wider, and thus has more [MASK], Estante or tripod
",width,edges,aperture,curves,angles,sides
"Which is wider, and thus has more [MASK], Estante or Vitrina
",width,depth,dimensions,branches,flexibility,lobes
"Which is wider, and thus has more [MASK], Estante or vitrine
",width,soluble,flexibility,salts,proteins,sodium
"Which is wider, and thus has more [MASK], Estante or Voyeuse
",width,branches,curves,subdivisions,dimensions,vowels
"Which is wider, and thus has more [MASK], Estante or Wardrobe
",width,curves,branches,edges,dimensions,symmetry
"Which is wider, and thus has more [MASK], Estante or washstand
",width,depth,spaces,holes,drainage,edges
"Which is wider, and thus has more [MASK], Estrado or Étagère
",width,subdivisions,squares,curves,flexibility,streets
"Which is wider, and thus has more [MASK], Estrado or accoudoir
",width,flexibility,depth,curves,seats,seating
"Which is wider, and thus has more [MASK], Estrado or Andiron
",width,subdivisions,streets,squares,branches,bays
"Which is wider, and thus has more [MASK], Estrado or Arca
",width,inhabitants,subdivisions,streets,bays,branches
"Which is wider, and thus has more [MASK], Estrado or arcaz
",width,depth,curves,edges,width,squares
"Which is wider, and thus has more [MASK], Estrado or Argolas
",width,streets,inhabitants,bays,beaches,squares
"Which is wider, and thus has more [MASK], Estrado or Armário
",width,streets,subdivisions,inhabitants,beaches,squares
"Which is wider, and thus has more [MASK], Estrado or Armchair
",width,flexibility,seating,curves,seats,depth
"Which is wider, and thus has more [MASK], Estrado or armrest
",width,legs,flexibility,width,height,arms
"Which is wider, and thus has more [MASK], Estrado or Athénienne
",width,inhabitants,subdivisions,names,edges,variation
"Which is wider, and thus has more [MASK], Estrado or Baú
",width,curves,subdivisions,squares,bays,edges
"Which is wider, and thus has more [MASK], Estrado or bank
",width,shops,streets,branches,subdivisions,roads
"Which is wider, and thus has more [MASK], Estrado or bed
",width,depth,room,space,rooms,width
"Which is wider, and thus has more [MASK], Estrado or bier
",width,curves,width,edges,sides,spaces
"Which is wider, and thus has more [MASK], Estrado or binder
",width,flexibility,flexible,edges,layers,binding
"Which is wider, and thus has more [MASK], Estrado or bonnetière
",width,curves,width,arches,rounded,skirts
"Which is wider, and thus has more [MASK], Estrado or Bookcase
",width,flexibility,curves,rounded,depth,width
"Which is wider, and thus has more [MASK], Estrado or Cômoda
",width,squares,bays,branches,subdivisions,depth
"Which is wider, and thus has more [MASK], Estrado or Cômoda-Lavatório
",width,beaches,streets,subdivisions,inhabitants,neighborhoods
"Which is wider, and thus has more [MASK], Estrado or Cabide
",width,flexibility,depth,curves,edges,space
"Which is wider, and thus has more [MASK], Estrado or Cabinet
",width,flexibility,depth,curves,width,space
"Which is wider, and thus has more [MASK], Estrado or cabinet-library
",width,rooms,classrooms,library,libraries,spacious
"Which is wider, and thus has more [MASK], Estrado or cabinetry
",width,shops,furniture,offices,rooms,departments
"Which is wider, and thus has more [MASK], Estrado or Cabinet-vitrine
",width,soluble,potent,sodium,protein,α
"Which is wider, and thus has more [MASK], Estrado or Cama
",width,inhabitants,streets,subdivisions,bays,branches
"Which is wider, and thus has more [MASK], Estrado or Candelabrum
",width,branches,squares,dimensions,horns,depth
"Which is wider, and thus has more [MASK], Estrado or Candlestick
",width,curves,flexibility,branches,squares,depth
"Which is wider, and thus has more [MASK], Estrado or Candlesticks
",width,seats,holes,seating,arches,squares
"Which is wider, and thus has more [MASK], Estrado or caning
",width,flexibility,depth,variation,difficulty,curves
"Which is wider, and thus has more [MASK], Estrado or canterbury
",width,streets,seats,bays,branches,subdivisions
"Which is wider, and thus has more [MASK], Estrado or Casket
",width,flexibility,bays,options,depth,beaches
"Which is wider, and thus has more [MASK], Estrado or Cellarette
",width,streets,rooms,bays,shops,restaurants
"Which is wider, and thus has more [MASK], Estrado or chair
",width,seats,seating,chairs,room,flexibility
"Which is wider, and thus has more [MASK], Estrado or chest
",width,depth,width,sides,height,rounded
"Which is wider, and thus has more [MASK], Estrado or chesterfield
",width,streets,bays,subdivisions,seats,seating
"Which is wider, and thus has more [MASK], Estrado or Chest-on-Chest
",width,pronounced,narrow,variation,depth,difficulty
"Which is wider, and thus has more [MASK], Estrado or chifforobe
",width,flexibility,curves,depth,subdivisions,bays
"Which is wider, and thus has more [MASK], Estrado or chigaidana
",width,branches,curves,depth,squares,subdivisions
"Which is wider, and thus has more [MASK], Estrado or Clock
",width,flexibility,depth,curves,width,space
"Which is wider, and thus has more [MASK], Estrado or closet
",width,depth,flexibility,space,spaces,width
"Which is wider, and thus has more [MASK], Estrado or closet-showcase
",width,spacious,elaborate,flexibility,compact,flexible
"Which is wider, and thus has more [MASK], Estrado or coffin
",width,depth,curves,flexibility,dimensions,width
"Which is wider, and thus has more [MASK], Estrado or Cofre
",width,inhabitants,subdivisions,streets,bays,squares
"Which is wider, and thus has more [MASK], Estrado or Commode
",width,flexibility,depth,curves,edges,dimensions
"Which is wider, and thus has more [MASK], Estrado or conversadeira
",width,options,flexibility,subdivisions,autonomy,depth
"Which is wider, and thus has more [MASK], Estrado or couch
",width,flexibility,depth,spaces,space,curves
"Which is wider, and thus has more [MASK], Estrado or counter
",width,flexibility,depth,variation,curves,edges
"Which is wider, and thus has more [MASK], Estrado or countertop
",width,rounded,square,squares,flexibility,curves
"Which is wider, and thus has more [MASK], Estrado or Cupboard
",width,flexibility,seating,depth,seats,fins
"Which is wider, and thus has more [MASK], Estrado or desk
",width,flexibility,depth,curves,spaces,space
"Which is wider, and thus has more [MASK], Estrado or Dossel
",width,edges,squares,curves,dimensions,flexibility
"Which is wider, and thus has more [MASK], Estrado or Dressers
",width,seats,curves,bays,shops,subdivisions
"Which is wider, and thus has more [MASK], Estrado or duchess
",width,seats,subdivisions,names,variations,rooms
"Which is wider, and thus has more [MASK], Estrado or Enzi
",width,subdivisions,inhabitants,squares,depth,variation
"Which is wider, and thus has more [MASK], Estrado or Escrivaninha
",width,beaches,inhabitants,streets,subdivisions,vegetation
"Which is wider, and thus has more [MASK], Estrado or Estalo
",width,streets,squares,subdivisions,inhabitants,bays
"Which is wider, and thus has more [MASK], Estrado or Estante
",width,depth,dimensions,curves,subdivisions,squares
"Which is wider, and thus has more [MASK], Estrado or Faux-palier
",width,curves,squares,subdivisions,streets,inhabitants
"Which is wider, and thus has more [MASK], Estrado or footstool
",width,flexibility,seating,depth,space,room
"Which is wider, and thus has more [MASK], Estrado or Four
",width,depth,flexibility,curves,width,dimensions
"Which is wider, and thus has more [MASK], Estrado or futon
",width,squares,rounded,bays,seats,square
"Which is wider, and thus has more [MASK], Estrado or haberdasher
",width,edges,flexibility,squares,curves,variation
"Which is wider, and thus has more [MASK], Estrado or hanger
",width,flexibility,seating,seats,space,rope
"Which is wider, and thus has more [MASK], Estrado or Hatstand
",width,flexibility,depth,squares,curves,spaces
"Which is wider, and thus has more [MASK], Estrado or headrest
",width,frontal,rounded,width,fins,height
"Which is wider, and thus has more [MASK], Estrado or Highboy
",width,subdivisions,curves,bays,depth,flexibility
"Which is wider, and thus has more [MASK], Estrado or hutch
",width,rooms,trees,holes,slopes,bays
"Which is wider, and thus has more [MASK], Estrado or icebox
",width,seating,concrete,flexibility,room,seats
"Which is wider, and thus has more [MASK], Estrado or Kari
",width,inhabitants,subdivisions,streets,bays,squares
"Which is wider, and thus has more [MASK], Estrado or kast
",width,flexibility,depth,vowels,subdivisions,consonants
"Which is wider, and thus has more [MASK], Estrado or Lamp
",width,depth,curves,flexibility,subdivisions,edges
"Which is wider, and thus has more [MASK], Estrado or lamp
",width,depth,light,width,space,flexibility
"Which is wider, and thus has more [MASK], Estrado or lectern
",width,seats,seating,columns,windows,space
"Which is wider, and thus has more [MASK], Estrado or Leito
",width,streets,bays,squares,inhabitants,curves
"Which is wider, and thus has more [MASK], Estrado or Loveseat
",width,depth,flexibility,subdivisions,edges,bays
"Which is wider, and thus has more [MASK], Estrado or Maçaneta
",width,inhabitants,beaches,subdivisions,streets,branches
"Which is wider, and thus has more [MASK], Estrado or Mantel
",width,streets,inhabitants,subdivisions,flexibility,seats
"Which is wider, and thus has more [MASK], Estrado or medalist
",width,flexibility,depth,difficulty,variation,squares
"Which is wider, and thus has more [MASK], Estrado or Mesa
",width,depth,flexibility,curves,edges,width
"Which is wider, and thus has more [MASK], Estrado or mirror
",width,depth,curves,edges,symmetry,dimensions
"Which is wider, and thus has more [MASK], Estrado or office
",width,offices,shops,rooms,facilities,room
"Which is wider, and thus has more [MASK], Estrado or Oonjal
",width,inhabitants,streets,subdivisions,beaches,squares
"Which is wider, and thus has more [MASK], Estrado or Pedestal
",width,curves,rounded,depth,width,squares
"Which is wider, and thus has more [MASK], Estrado or Pinos
",width,inhabitants,streets,squares,subdivisions,bays
"Which is wider, and thus has more [MASK], Estrado or playpen
",width,flexibility,seating,depth,variation,spaces
"Which is wider, and thus has more [MASK], Estrado or Prendedores
",width,subdivisions,branches,inhabitants,squares,bays
"Which is wider, and thus has more [MASK], Estrado or psyche
",width,depth,flexibility,complexity,personality,scope
"Which is wider, and thus has more [MASK], Estrado or radiogram
",width,contrast,depth,sensitivity,light,bandwidth
"Which is wider, and thus has more [MASK], Estrado or Rahle
",width,inhabitants,subdivisions,tributaries,lakes,streets
"Which is wider, and thus has more [MASK], Estrado or Screen
",width,depth,flexibility,curves,width,space
"Which is wider, and thus has more [MASK], Estrado or Screen
",width,depth,flexibility,curves,width,space
"Which is wider, and thus has more [MASK], Estrado or seat
",width,seats,seating,room,space,rooms
"Which is wider, and thus has more [MASK], Estrado or Seating
",width,flexibility,depth,curves,width,variation
"Which is wider, and thus has more [MASK], Estrado or Secretary
",width,flexibility,depth,curves,width,edges
"Which is wider, and thus has more [MASK], Estrado or Secretary-bookcase
",width,pages,compact,flexibility,flexible,detail
"Which is wider, and thus has more [MASK], Estrado or Settee
",width,flexibility,depth,curves,dimensions,squares
"Which is wider, and thus has more [MASK], Estrado or shelf
",width,depth,flexibility,space,width,curves
"Which is wider, and thus has more [MASK], Estrado or Sideboard
",width,flexibility,seating,depth,seats,bays
"Which is wider, and thus has more [MASK], Estrado or Sofa
",width,depth,subdivisions,inhabitants,flexibility,bays
"Which is wider, and thus has more [MASK], Estrado or spalliera
",width,bays,beaches,slopes,streets,curves
"Which is wider, and thus has more [MASK], Estrado or stand
",width,flexibility,depth,height,width,space
"Which is wider, and thus has more [MASK], Estrado or Stool
",width,flexibility,edges,curves,depth,width
"Which is wider, and thus has more [MASK], Estrado or Tủ
",width,curves,flexibility,depth,width,squares
"Which is wider, and thus has more [MASK], Estrado or Tête-à-tête
",width,subdivisions,beaches,slopes,streets,tributaries
"Which is wider, and thus has more [MASK], Estrado or table
",width,squares,depth,curves,dimensions,spaces
"Which is wider, and thus has more [MASK], Estrado or Tapchan
",width,subdivisions,branches,flexibility,squares,depth
"Which is wider, and thus has more [MASK], Estrado or Trapeza
",width,squares,streets,inhabitants,bays,curves
"Which is wider, and thus has more [MASK], Estrado or tripod
",width,curves,rounded,edges,arches,flexibility
"Which is wider, and thus has more [MASK], Estrado or Vitrina
",width,depth,subdivisions,flexibility,curves,dimensions
"Which is wider, and thus has more [MASK], Estrado or vitrine
",width,soluble,fluid,flexibility,sodium,calcium
"Which is wider, and thus has more [MASK], Estrado or Voyeuse
",width,inhabitants,subdivisions,streets,branches,depth
"Which is wider, and thus has more [MASK], Estrado or Wardrobe
",width,curves,flexibility,squares,depth,bays
"Which is wider, and thus has more [MASK], Estrado or washstand
",width,toilets,seating,windows,rooms,room
"Which is wider, and thus has more [MASK], Faux-palier or Étagère
",width,subdivisions,curves,squares,edges,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or accoudoir
",width,curves,edges,angles,sides,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or Andiron
",width,curves,dimensions,edges,squares,varieties
"Which is wider, and thus has more [MASK], Faux-palier or Arca
",width,curves,dimensions,edges,squares,branches
"Which is wider, and thus has more [MASK], Faux-palier or arcaz
",width,curves,edges,dimensions,squares,angles
"Which is wider, and thus has more [MASK], Faux-palier or Argolas
",width,curves,squares,dimensions,bays,edges
"Which is wider, and thus has more [MASK], Faux-palier or Armário
",width,squares,curves,subdivisions,streets,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or Armchair
",width,curves,edges,dimensions,squares,spaces
"Which is wider, and thus has more [MASK], Faux-palier or armrest
",width,curves,armour,rounded,flexibility,sleeves
"Which is wider, and thus has more [MASK], Faux-palier or Athénienne
",width,subdivisions,inhabitants,varieties,edges,curves
"Which is wider, and thus has more [MASK], Faux-palier or Baú
",width,curves,edges,squares,dimensions,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or bank
",width,curves,branches,squares,dimensions,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or bed
",width,curves,dimensions,spaces,edges,rounded
"Which is wider, and thus has more [MASK], Faux-palier or bier
",width,edges,curves,dimensions,varieties,squares
"Which is wider, and thus has more [MASK], Faux-palier or binder
",width,flexibility,edges,flexible,symmetry,layers
"Which is wider, and thus has more [MASK], Faux-palier or bonnetière
",width,curves,edges,twists,narrow,skirts
"Which is wider, and thus has more [MASK], Faux-palier or Bookcase
",width,rounded,squares,curves,pronounced,edges
"Which is wider, and thus has more [MASK], Faux-palier or Cômoda
",width,curves,edges,squares,vertices,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or Cômoda-Lavatório
",width,subdivisions,curves,squares,streets,inhabitants
"Which is wider, and thus has more [MASK], Faux-palier or Cabide
",width,edges,angles,curves,dimensions,squares
"Which is wider, and thus has more [MASK], Faux-palier or Cabinet
",width,curves,edges,squares,dimensions,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or cabinet-library
",width,elaborate,rooms,spacious,compact,detail
"Which is wider, and thus has more [MASK], Faux-palier or cabinetry
",width,furniture,rooms,elaborate,decoration,detail
"Which is wider, and thus has more [MASK], Faux-palier or Cabinet-vitrine
",width,flexibility,pronounced,stable,rings,flexible
"Which is wider, and thus has more [MASK], Faux-palier or Cama
",width,curves,dimensions,edges,squares,branches
"Which is wider, and thus has more [MASK], Faux-palier or Candelabrum
",width,dimensions,squares,branches,symmetry,edges
"Which is wider, and thus has more [MASK], Faux-palier or Candlestick
",width,curves,dimensions,squares,edges,angles
"Which is wider, and thus has more [MASK], Faux-palier or Candlesticks
",width,rounded,elaborate,slender,narrow,flexible
"Which is wider, and thus has more [MASK], Faux-palier or caning
",width,curves,edges,dimensions,flexibility,squares
"Which is wider, and thus has more [MASK], Faux-palier or canterbury
",width,curves,squares,dimensions,edges,branches
"Which is wider, and thus has more [MASK], Faux-palier or Casket
",width,curves,edges,dimensions,squares,varieties
"Which is wider, and thus has more [MASK], Faux-palier or Cellarette
",width,curves,squares,narrow,bays,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or chair
",width,seats,curves,spaces,squares,than
"Which is wider, and thus has more [MASK], Faux-palier or chest
",width,rounded,pronounced,curves,sides,edges
"Which is wider, and thus has more [MASK], Faux-palier or chesterfield
",width,curves,squares,dimensions,sides,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or Chest-on-Chest
",width,pronounced,curves,edges,squares,narrow
"Which is wider, and thus has more [MASK], Faux-palier or chifforobe
",width,curves,edges,varieties,variety,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or chigaidana
",width,curves,edges,branches,squares,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or Clock
",width,curves,dimensions,edges,squares,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or closet
",width,curves,dimensions,edges,squares,spaces
"Which is wider, and thus has more [MASK], Faux-palier or closet-showcase
",width,elaborate,narrow,dimensions,flexibility,rooms
"Which is wider, and thus has more [MASK], Faux-palier or coffin
",width,curves,dimensions,edges,squares,rounded
"Which is wider, and thus has more [MASK], Faux-palier or Cofre
",width,curves,dimensions,edges,squares,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or Commode
",width,symmetry,dimensions,angles,edges,curves
"Which is wider, and thus has more [MASK], Faux-palier or conversadeira
",width,curves,dimensions,squares,subdivisions,edges
"Which is wider, and thus has more [MASK], Faux-palier or couch
",width,curves,edges,dimensions,squares,spaces
"Which is wider, and thus has more [MASK], Faux-palier or counter
",width,edges,squares,curves,angles,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or countertop
",width,squares,rounded,curves,dimensions,edges
"Which is wider, and thus has more [MASK], Faux-palier or Cupboard
",width,rounded,flexibility,narrow,flexible,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or desk
",width,curves,dimensions,squares,spaces,edges
"Which is wider, and thus has more [MASK], Faux-palier or Dossel
",width,edges,dimensions,squares,symmetry,curves
"Which is wider, and thus has more [MASK], Faux-palier or Dressers
",width,curves,squares,dimensions,edges,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or duchess
",width,variations,curves,variants,subdivisions,seats
"Which is wider, and thus has more [MASK], Faux-palier or Enzi
",width,curves,edges,dimensions,squares,varieties
"Which is wider, and thus has more [MASK], Faux-palier or Escrivaninha
",width,curves,dimensions,squares,edges,branches
"Which is wider, and thus has more [MASK], Faux-palier or Estalo
",width,curves,squares,edges,dimensions,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or Estante
",width,curves,dimensions,edges,squares,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or Estrado
",width,curves,squares,dimensions,edges,subdivisions
"Which is wider, and thus has more [MASK], Faux-palier or footstool
",width,pronounced,curves,flexibility,edges,rounded
"Which is wider, and thus has more [MASK], Faux-palier or Four
",width,curves,edges,dimensions,squares,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or futon
",width,curves,squares,rounded,varieties,edges
"Which is wider, and thus has more [MASK], Faux-palier or haberdasher
",width,edges,curves,squares,symmetry,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or hanger
",width,flexibility,curves,edges,narrow,spaces
"Which is wider, and thus has more [MASK], Faux-palier or Hatstand
",width,curves,edges,squares,dimensions,spaces
"Which is wider, and thus has more [MASK], Faux-palier or headrest
",width,rounded,pronounced,slender,narrow,curves
"Which is wider, and thus has more [MASK], Faux-palier or Highboy
",width,curves,edges,squares,dimensions,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or hutch
",width,curves,rounded,slopes,narrow,edges
"Which is wider, and thus has more [MASK], Faux-palier or icebox
",width,flexibility,convenient,curves,compact,pronounced
"Which is wider, and thus has more [MASK], Faux-palier or Kari
",width,curves,edges,squares,dimensions,varieties
"Which is wider, and thus has more [MASK], Faux-palier or kast
",width,curves,edges,dimensions,squares,varieties
"Which is wider, and thus has more [MASK], Faux-palier or Lamp
",width,curves,edges,dimensions,squares,vertices
"Which is wider, and thus has more [MASK], Faux-palier or lamp
",width,curves,angles,edges,diameter,aperture
"Which is wider, and thus has more [MASK], Faux-palier or lectern
",width,seats,windows,spaces,space,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or Leito
",width,curves,edges,dimensions,squares,sides
"Which is wider, and thus has more [MASK], Faux-palier or Loveseat
",width,pronounced,narrow,slopes,edges,curves
"Which is wider, and thus has more [MASK], Faux-palier or Maçaneta
",width,curves,edges,dimensions,squares,branches
"Which is wider, and thus has more [MASK], Faux-palier or Mantel
",width,curves,squares,edges,subdivisions,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or medalist
",width,curves,edges,squares,dimensions,varieties
"Which is wider, and thus has more [MASK], Faux-palier or Mesa
",width,curves,edges,squares,dimensions,symmetry
"Which is wider, and thus has more [MASK], Faux-palier or mirror
",width,symmetry,angles,edges,curves,dimensions
"Which is wider, and thus has more [MASK], Faux-palier or office
",width,rooms,subdivisions,departments,seats,squares
"Which is wider, and thus has more [MASK], Faux-palier or Oonjal
",width,curves,squares,edges,subdivisions,slopes
"Which is wider, and thus has more [MASK], Faux-palier or Pedestal
",width,rounded,squares,curves,dimensions,slender
"Which is wider, and thus has more [MASK], Faux-palier or Pinos
",width,curves,squares,dimensions,edges,slopes
"Which is wider, and thus has more [MASK], Faux-palier or playpen
",width,squares,flexibility,dimensions,edges,spaces
"Which is wider, and thus has more [MASK], Faux-palier or Prendedores
",width,curves,squares,edges,dimensions,branches
"Which is wider, and thus has more [MASK], Faux-palier or psyche
",width,depth,dimensions,flexibility,dimension,complexity
"Which is wider, and thus has more [MASK], Faux-palier or radiogram
",width,aperture,detail,contrast,convenient,light
"Which is wider, and thus has more [MASK], Faux-palier or Rahle
",width,curves,edges,dimensions,squares,subdivisions
