Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or High chest of drawers
",width,detail,decoration,details,elaborate,significance
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Leito de casal
",width,significance,importance,monuments,details,detail
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Liège-Aachen Baroque furniture
",width,detail,details,decoration,elaborate,decorations
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Louis XVI Style Candle Bracket
",width,detail,details,significance,elaborate,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Madame Guimard's furniture
",width,detail,decoration,details,elaborate,furniture
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Marital stool with male and female caryatids
",width,detail,elaborate,details,decoration,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Mesa de Cavalete
",width,significance,monuments,details,importance,detail
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Mesa de Centro
",width,significance,details,detail,importance,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Mesa de Jogo
",width,significance,details,detail,importance,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Meuble mural décoré d'ombellifères
",width,significance,detail,details,elaborate,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Miniature chair from Skyros
",width,significance,detail,details,elaborate,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Mirror with Ornamented Frame
",width,detail,details,elaborate,decoration,significance
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Mobilio sala tavola matematica
",width,significance,detail,details,dimensions,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Oak chest with biblical subjects
",width,detail,elaborate,details,significance,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Oratório de pousar
",width,significance,monuments,details,importance,detail
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Oratório de pousar com grupo escultórico religioso
",width,significance,monuments,importance,details,detail
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Andirons
",width,significance,detail,details,importance,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Armchairs
",width,detail,significance,details,elaborate,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Bookcases
",width,detail,details,significance,elaborate,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Candle Stands
",width,significance,detail,details,importance,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Corner Cabinets
",width,significance,detail,details,importance,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Doors
",width,significance,detail,details,importance,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Louis XVI Style Candle Brackets
",width,detail,details,significance,elaborate,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Panels from a Choir Stall
",width,detail,significance,details,elaborate,than
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pair of Stools
",width,significance,detail,details,importance,monuments
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Panel from a Choir Stall
",width,detail,significance,details,elaborate,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Pansy Border Table Lamp
",width,significance,detail,details,importance,dimensions
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Peony Floor Lamp with a Bamboo Base
",width,detail,details,significance,elaborate,than
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Provençal bread trough
",width,significance,detail,details,dimensions,elaborate
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Scenes of Fables
",width,significance,detail,details,importance,elaborate
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Set of chests of the Paulista Museum
",width,detail,decoration,details,elaborate,significance
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Side Table with Everted Ends
",width,detail,details,significance,elaborate,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Sideboard and Cellarette
",width,significance,detail,details,rooms,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Small desk with folding top
",width,detail,decoration,details,elaborate,furniture
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Table of Don Rodrigo Calderón
",width,significance,detail,details,elaborate,importance
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Throne with tapestry seat
",width,elaborate,decoration,detail,details,decorations
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Transitional Side Chair
",width,significance,detail,details,dimensions,importance
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Upper Paneling from a Sacristy Armoire
",width,detail,elaborate,significance,details,decoration
"Which is wider, and thus has more [MASK], Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre or Wheelchair accessible seats
",width,seats,seating,rooms,detail,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Arca Mala de Viagem
",width,pronounced,narrow,elaborate,dense,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Arredo camera da letto
",width,spacious,elaborate,compact,detail,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Augsburg Art Cabinet
",width,pronounced,dense,rounded,common,robust
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Baú de viagem
",width,pronounced,narrow,elaborate,rounded,common
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Bahut-étagère la berce des près
",width,pronounced,narrow,elaborate,variety,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or bonsai display table
",width,elaborate,ornate,rounded,detailed,colorful
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Box with Military Scenes from Antiquity
",width,elaborate,detailed,pronounced,subtle,complex
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cabide de Pé
",width,pronounced,elaborate,narrow,rounded,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cabinet on stand
",width,pronounced,elaborate,spacious,detailed,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cadeira furada feminina
",width,dense,slender,pronounced,rounded,mature
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cadeira furada masculina
",width,pronounced,slender,dense,rounded,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Candle Bracket Pair
",width,pronounced,narrow,dense,common,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,elaborate,ornate,decorative,detailed,detail
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cassone from the Colonna family
",width,common,elaborate,pronounced,slender,distinct
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cassone with Mannerist Design Elements
",width,pronounced,elaborate,rounded,robust,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Chair or Bed Leg with the God Bes
",width,pronounced,common,elaborate,rounded,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Chest of Drawers
",width,pronounced,common,narrow,frequent,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Classic Chinese furniture
",width,ornate,elaborate,decorative,detailed,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Commode à vantaux
",width,pronounced,narrow,rounded,compact,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Confidant from the Batlló House
",width,frequent,elaborate,common,pronounced,subtle
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Console Table Depicting Chronos, or Father Time
",width,pronounced,elaborate,complicated,detailed,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Console Table Top
",width,pronounced,dense,rounded,narrow,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Daffodil Table Lamp
",width,pronounced,dense,common,robust,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Desk and Bookcase
",width,pronounced,rounded,flexible,narrow,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Door and Frame
",width,pronounced,narrow,rounded,common,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Door to Gothic Marriage Chest
",width,pronounced,rounded,common,narrow,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Doorway from the Isaac Gillet House, Painesville, Ohio
",width,spacious,narrow,accessible,convenient,pronounced
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Eames Storage Unit
",width,pronounced,narrow,dense,compact,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or entrance desk S.M.A.K. Gent
",width,spacious,ornate,elaborate,rounded,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Fire Screen and Textile Panels
",width,flexible,robust,detailed,pronounced,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
",width,elaborate,detail,details,ornate,decoration
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Gothic Marriage Chest
",width,pronounced,rounded,narrow,common,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or High chest of drawers
",width,spacious,ornate,elaborate,narrow,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Leito de casal
",width,pronounced,narrow,rounded,spacious,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Liège-Aachen Baroque furniture
",width,elaborate,ornate,decorative,detailed,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Louis XVI Style Candle Bracket
",width,pronounced,elaborate,rounded,robust,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Madame Guimard's furniture
",width,ornate,elaborate,decorative,elegant,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Marital stool with male and female caryatids
",width,rounded,robust,slender,flexible,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Cavalete
",width,pronounced,narrow,spacious,rounded,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Centro
",width,pronounced,dense,narrow,frequent,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Jogo
",width,pronounced,dense,frequent,narrow,common
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Meuble mural décoré d'ombellifères
",width,elaborate,ornate,decorative,detailed,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Miniature chair from Skyros
",width,flexible,spacious,comfortable,elaborate,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mirror with Ornamented Frame
",width,elaborate,ornate,pronounced,rounded,decorative
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mobilio sala tavola matematica
",width,slender,dense,rounded,pronounced,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oak chest with biblical subjects
",width,elaborate,ornate,detailed,decorative,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oratório de pousar
",width,pronounced,narrow,elaborate,spacious,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oratório de pousar com grupo escultórico religioso
",width,elaborate,narrow,spacious,pronounced,varied
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Andirons
",width,pronounced,elaborate,narrow,common,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Armchairs
",width,elaborate,spacious,ornate,narrow,slender
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Bookcases
",width,pronounced,narrow,elaborate,rounded,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Candle Stands
",width,pronounced,elaborate,narrow,common,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Corner Cabinets
",width,pronounced,elaborate,narrow,common,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Doors
",width,pronounced,elaborate,narrow,common,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Louis XVI Style Candle Brackets
",width,pronounced,elaborate,dense,detailed,characteristic
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Panels from a Choir Stall
",width,elaborate,pronounced,ornate,detailed,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Stools
",width,pronounced,narrow,dense,common,slender
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Panel from a Choir Stall
",width,pronounced,elaborate,rounded,detailed,ornate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pansy Border Table Lamp
",width,pronounced,dense,compact,common,robust
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Peony Floor Lamp with a Bamboo Base
",width,pronounced,rounded,dense,compact,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Provençal bread trough
",width,pronounced,elaborate,flexible,dense,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Scenes of Fables
",width,elaborate,detailed,ornate,frequent,colorful
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Set of chests of the Paulista Museum
",width,elaborate,ornate,decorative,spacious,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Side Table with Everted Ends
",width,pronounced,rounded,dense,slender,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Sideboard and Cellarette
",width,spacious,elaborate,ornate,decorative,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Small desk with folding top
",width,spacious,rounded,ornate,comfortable,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Table of Don Rodrigo Calderón
",width,pronounced,elaborate,frequent,detailed,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Throne with tapestry seat
",width,elaborate,ornate,spacious,decorative,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Transitional Side Chair
",width,pronounced,flexible,complicated,common,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Upper Paneling from a Sacristy Armoire
",width,elaborate,ornate,pronounced,decorative,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Wheelchair accessible seats
",width,comfortable,spacious,flexible,accessible,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Arca Mala de Viagem
",width,pronounced,narrow,elaborate,dense,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Arredo camera da letto
",width,spacious,elaborate,compact,detail,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Augsburg Art Cabinet
",width,pronounced,dense,rounded,common,robust
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Baú de viagem
",width,pronounced,narrow,elaborate,rounded,common
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Bahut-étagère la berce des près
",width,pronounced,narrow,elaborate,variety,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or bonsai display table
",width,elaborate,ornate,rounded,detailed,colorful
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Box with Military Scenes from Antiquity
",width,elaborate,detailed,pronounced,subtle,complex
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cabide de Pé
",width,pronounced,elaborate,narrow,rounded,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cabinet on stand
",width,pronounced,elaborate,spacious,detailed,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cadeira furada feminina
",width,dense,slender,pronounced,rounded,mature
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cadeira furada masculina
",width,pronounced,slender,dense,rounded,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Candle Bracket Pair
",width,pronounced,narrow,dense,common,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,elaborate,ornate,decorative,detailed,detail
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cassone from the Colonna family
",width,common,elaborate,pronounced,slender,distinct
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Cassone with Mannerist Design Elements
",width,pronounced,elaborate,rounded,robust,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Chair or Bed Leg with the God Bes
",width,pronounced,common,elaborate,rounded,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Chest of Drawers
",width,pronounced,common,narrow,frequent,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Classic Chinese furniture
",width,ornate,elaborate,decorative,detailed,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Commode à vantaux
",width,pronounced,narrow,rounded,compact,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Confidant from the Batlló House
",width,frequent,elaborate,common,pronounced,subtle
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Console Table Depicting Chronos, or Father Time
",width,pronounced,elaborate,complicated,detailed,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Console Table Top
",width,pronounced,dense,rounded,narrow,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Daffodil Table Lamp
",width,pronounced,dense,common,robust,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Desk and Bookcase
",width,pronounced,rounded,flexible,narrow,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Door and Frame
",width,pronounced,narrow,rounded,common,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Door to Gothic Marriage Chest
",width,pronounced,rounded,common,narrow,flexible
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Doorway from the Isaac Gillet House, Painesville, Ohio
",width,spacious,narrow,accessible,convenient,pronounced
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Eames Storage Unit
",width,pronounced,narrow,dense,compact,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or entrance desk S.M.A.K. Gent
",width,spacious,ornate,elaborate,rounded,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Fire Screen and Textile Panels
",width,flexible,robust,detailed,pronounced,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
",width,elaborate,detail,details,ornate,decoration
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Gothic Marriage Chest
",width,pronounced,rounded,narrow,common,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or High chest of drawers
",width,spacious,ornate,elaborate,narrow,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Leito de casal
",width,pronounced,narrow,rounded,spacious,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Liège-Aachen Baroque furniture
",width,elaborate,ornate,decorative,detailed,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Louis XVI Style Candle Bracket
",width,pronounced,elaborate,rounded,robust,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Madame Guimard's furniture
",width,ornate,elaborate,decorative,elegant,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Marital stool with male and female caryatids
",width,rounded,robust,slender,flexible,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Cavalete
",width,pronounced,narrow,spacious,rounded,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Centro
",width,pronounced,dense,narrow,frequent,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mesa de Jogo
",width,pronounced,dense,frequent,narrow,common
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Meuble mural décoré d'ombellifères
",width,elaborate,ornate,decorative,detailed,elegant
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Miniature chair from Skyros
",width,flexible,spacious,comfortable,elaborate,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mirror with Ornamented Frame
",width,elaborate,ornate,pronounced,rounded,decorative
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Mobilio sala tavola matematica
",width,slender,dense,rounded,pronounced,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oak chest with biblical subjects
",width,elaborate,ornate,detailed,decorative,spacious
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oratório de pousar
",width,pronounced,narrow,elaborate,spacious,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Oratório de pousar com grupo escultórico religioso
",width,elaborate,narrow,spacious,pronounced,varied
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Andirons
",width,pronounced,elaborate,narrow,common,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Armchairs
",width,elaborate,spacious,ornate,narrow,slender
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Bookcases
",width,pronounced,narrow,elaborate,rounded,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Candle Stands
",width,pronounced,elaborate,narrow,common,frequent
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Corner Cabinets
",width,pronounced,elaborate,narrow,common,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Doors
",width,pronounced,elaborate,narrow,common,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Louis XVI Style Candle Brackets
",width,pronounced,elaborate,dense,detailed,characteristic
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Panels from a Choir Stall
",width,elaborate,pronounced,ornate,detailed,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pair of Stools
",width,pronounced,narrow,dense,common,slender
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Panel from a Choir Stall
",width,pronounced,elaborate,rounded,detailed,ornate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Pansy Border Table Lamp
",width,pronounced,dense,compact,common,robust
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Peony Floor Lamp with a Bamboo Base
",width,pronounced,rounded,dense,compact,elaborate
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Provençal bread trough
",width,pronounced,elaborate,flexible,dense,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Scenes of Fables
",width,elaborate,detailed,ornate,frequent,colorful
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Set of chests of the Paulista Museum
",width,elaborate,ornate,decorative,spacious,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Side Table with Everted Ends
",width,pronounced,rounded,dense,slender,narrow
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Sideboard and Cellarette
",width,spacious,elaborate,ornate,decorative,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Small desk with folding top
",width,spacious,rounded,ornate,comfortable,compact
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Table of Don Rodrigo Calderón
",width,pronounced,elaborate,frequent,detailed,dense
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Throne with tapestry seat
",width,elaborate,ornate,spacious,decorative,detailed
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Transitional Side Chair
",width,pronounced,flexible,complicated,common,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Upper Paneling from a Sacristy Armoire
",width,elaborate,ornate,pronounced,decorative,rounded
"Which is wider, and thus has more [MASK], Gothic Marriage Chest or Wheelchair accessible seats
",width,comfortable,spacious,flexible,accessible,compact
"Which is wider, and thus has more [MASK], High chest of drawers or Arca Mala de Viagem
",width,spacious,ornate,narrow,elaborate,luxurious
"Which is wider, and thus has more [MASK], High chest of drawers or Arredo camera da letto
",width,spacious,luxurious,comfortable,ornate,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or Augsburg Art Cabinet
",width,spacious,ornate,comfortable,elaborate,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or Baú de viagem
",width,spacious,ornate,narrow,elaborate,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Bahut-étagère la berce des près
",width,spacious,ornate,elaborate,elegant,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or bonsai display table
",width,spacious,ornate,comfortable,elaborate,luxurious
"Which is wider, and thus has more [MASK], High chest of drawers or Box with Military Scenes from Antiquity
",width,spacious,ornate,elaborate,comfortable,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or Cabide de Pé
",width,spacious,ornate,elaborate,narrow,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Cabinet on stand
",width,spacious,comfortable,ornate,elaborate,compact
"Which is wider, and thus has more [MASK], High chest of drawers or Cadeira furada feminina
",width,spacious,ornate,elaborate,narrow,slender
"Which is wider, and thus has more [MASK], High chest of drawers or Cadeira furada masculina
",width,spacious,narrow,ornate,elaborate,slender
"Which is wider, and thus has more [MASK], High chest of drawers or Candle Bracket Pair
",width,spacious,narrow,ornate,elaborate,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,spacious,elaborate,ornate,decorative,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Cassone from the Colonna family
",width,ornate,elaborate,spacious,expensive,luxurious
"Which is wider, and thus has more [MASK], High chest of drawers or Cassone with Mannerist Design Elements
",width,spacious,ornate,elaborate,comfortable,elegant
"Which is wider, and thus has more [MASK], High chest of drawers or Chair or Bed Leg with the God Bes
",width,spacious,ornate,elaborate,comfortable,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or Chest of Drawers
",width,spacious,narrow,ornate,comfortable,elaborate
"Which is wider, and thus has more [MASK], High chest of drawers or Classic Chinese furniture
",width,spacious,ornate,comfortable,elaborate,luxurious
"Which is wider, and thus has more [MASK], High chest of drawers or Commode à vantaux
",width,spacious,ornate,elaborate,narrow,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Confidant from the Batlló House
",width,spacious,ornate,elaborate,comfortable,accessible
"Which is wider, and thus has more [MASK], High chest of drawers or Console Table Depicting Chronos, or Father Time
",width,spacious,ornate,elaborate,narrow,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Console Table Top
",width,spacious,narrow,ornate,elaborate,comfortable
"Which is wider, and thus has more [MASK], High chest of drawers or Daffodil Table Lamp
",width,spacious,ornate,elaborate,comfortable,narrow
"Which is wider, and thus has more [MASK], High chest of drawers or Desk and Bookcase
",width,spacious,comfortable,ornate,narrow,elaborate
"Which is wider, and thus has more [MASK], High chest of drawers or Door and Frame
",width,spacious,ornate,narrow,elaborate,comfortable
