,Masked Sentence,Prediction
4871,"Which is longer, and thus has more [MASK], fire hose protection ramp or Palette in the Form of a Fish
","efficient, flexible, flexibility, effective, safety"
4872,"Which is longer, and thus has more [MASK], fire hose protection ramp or Palette in the Form of a Turtle
","efficient, flexible, flexibility, effective, safety"
4873,"Which is longer, and thus has more [MASK], fire hose protection ramp or pan to extend hat
","flexible, efficient, flexibility, robust, lightweight"
4874,"Which is longer, and thus has more [MASK], fire hose protection ramp or Peça Cilíndrica Rosqueada
","efficient, modern, safety, accessible, sophisticated"
4875,"Which is longer, and thus has more [MASK], fire hose protection ramp or Personal Composite Instrument
","efficient, robust, flexible, reliable, safety"
4876,"Which is longer, and thus has more [MASK], fire hose protection ramp or Pin for Hat
","efficient, flexible, flexibility, reliable, robust"
4877,"Which is longer, and thus has more [MASK], fire hose protection ramp or plug and feather
","efficient, flexible, reliable, lightweight, robust"
4878,"Which is longer, and thus has more [MASK], fire hose protection ramp or Pointed Bone Tool
","efficient, robust, flexible, lightweight, flexibility"
4879,"Which is longer, and thus has more [MASK], fire hose protection ramp or Press cake breakers
","efficient, reliable, flexible, safety, robust"
4880,"Which is longer, and thus has more [MASK], fire hose protection ramp or push button applicator
","efficient, robust, powerful, safety, flexible"
4881,"Which is longer, and thus has more [MASK], fire hose protection ramp or Rock Abrasion Tool
","efficient, robust, flexible, flexibility, reliable"
4882,"Which is longer, and thus has more [MASK], fire hose protection ramp or Roda de Polir
","efficient, accessible, modern, spacious, safety"
4883,"Which is longer, and thus has more [MASK], fire hose protection ramp or roll smoke trouble
","efficient, reliable, lightweight, safety, powerful"
4884,"Which is longer, and thus has more [MASK], fire hose protection ramp or Rolo de Correia
","efficient, accessible, modern, safety, spacious"
4885,"Which is longer, and thus has more [MASK], fire hose protection ramp or rotary printing press
","efficient, reliable, flexible, expensive, compact"
4886,"Which is longer, and thus has more [MASK], fire hose protection ramp or Search and Rescue Transponder
","efficient, safety, reliable, robust, secure"
4887,"Which is longer, and thus has more [MASK], fire hose protection ramp or Serra de Arco
","efficient, accessible, modern, spacious, safety"
4888,"Which is longer, and thus has more [MASK], fire hose protection ramp or Set of Calligraphers' Tools
","efficient, flexible, robust, sophisticated, powerful"
4889,"Which is longer, and thus has more [MASK], fire hose protection ramp or Set of Engraver's Tools
","efficient, robust, powerful, sophisticated, expensive"
4890,"Which is longer, and thus has more [MASK], fire hose protection ramp or Small bag of tool ends of iron
","efficient, lightweight, flexible, reliable, robust"
4891,"Which is longer, and thus has more [MASK], fire hose protection ramp or Soquete de Pedreiro
","efficient, accessible, modern, spacious, concrete"
4892,"Which is longer, and thus has more [MASK], fire hose protection ramp or stainless steel soap
","lightweight, efficient, robust, flexible, expensive"
4893,"Which is longer, and thus has more [MASK], fire hose protection ramp or Straw Splitting Tool
","efficient, flexibility, lightweight, flexible, robust"
4894,"Which is longer, and thus has more [MASK], fire hose protection ramp or Talus or Die
","efficient, flexibility, flexible, robust, safety"
4895,"Which is longer, and thus has more [MASK], fire hose protection ramp or Tap and die
","efficient, flexible, flexibility, safety, reliable"
4896,"Which is longer, and thus has more [MASK], fire hose protection ramp or Taper insertion pin
","flexible, safety, efficient, flexibility, robust"
4897,"Which is longer, and thus has more [MASK], fire hose protection ramp or test pliers hull
","efficient, robust, lightweight, flexible, rugged"
4898,"Which is longer, and thus has more [MASK], fire hose protection ramp or textile arts tool
","efficient, sophisticated, flexible, expensive, flexibility"
4899,"Which is longer, and thus has more [MASK], fire hose protection ramp or The Wine Aroma Wheel
","efficient, reliable, robust, powerful, flexibility"
4900,"Which is longer, and thus has more [MASK], fire hose protection ramp or thread die holder
","flexible, reliable, efficient, flexibility, lightweight"
4901,"Which is longer, and thus has more [MASK], fire hose protection ramp or Thumb Rest of a Spear Thrower
","efficient, robust, flexible, powerful, safety"
4902,"Which is longer, and thus has more [MASK], fire hose protection ramp or tick removal tool
","efficient, safety, reliable, flexibility, robust"
4903,"Which is longer, and thus has more [MASK], fire hose protection ramp or Tool Used to Illustrate Woodcutting
","efficient, robust, reliable, flexible, effective"
4904,"Which is longer, and thus has more [MASK], fire hose protection ramp or Tool Used to Illustrate Woodcutting:  Registration Frame
","efficient, robust, reliable, expensive, modern"
4905,"Which is longer, and thus has more [MASK], fire hose protection ramp or Tools Used to Illustrate Woodcutting
","efficient, robust, reliable, flexible, powerful"
4906,"Which is longer, and thus has more [MASK], fire hose protection ramp or Torno de Precisão
","efficient, modern, safety, accessible, spacious"
4907,"Which is longer, and thus has more [MASK], fire hose protection ramp or triple-square screw drive
","efficient, powerful, flexible, robust, torque"
4908,"Which is longer, and thus has more [MASK], fire hose protection ramp or United Nations Guiding Principles on Business and Human Rights
","efficient, flexibility, flexible, safety, robust"
4909,"Which is longer, and thus has more [MASK], fire hose protection ramp or Weight in the Form of a Bull or Cow
","efficient, flexible, robust, powerful, reliable"
4910,"Which is longer, and thus has more [MASK], fire hose protection ramp or Weight in the Form of a Hippopotamus Head
","efficient, flexible, robust, powerful, effective"
4911,"Which is longer, and thus has more [MASK], fire hose protection ramp or Weight in the Form of a Lion
","efficient, flexible, robust, powerful, reliable"
4912,"Which is longer, and thus has more [MASK], fire hose protection ramp or Wire rope hoist
","efficient, secure, flexible, flexibility, safety"
4913,"Which is longer, and thus has more [MASK], fire hose protection ramp or Wooden Writing Tool
","efficient, flexibility, robust, modern, reliable"
4914,"Which is longer, and thus has more [MASK], Flash memory emulator or 90-45-45 set square
","compact, expensive, efficient, powerful, flexible"
4915,"Which is longer, and thus has more [MASK], Flash memory emulator or Apollo Lunar Surface Drill
","powerful, efficient, expensive, robust, compact"
4916,"Which is longer, and thus has more [MASK], Flash memory emulator or Arco de Pua com Catraca
","powerful, efficient, expensive, compact, robust"
4917,"Which is longer, and thus has more [MASK], Flash memory emulator or Arco de Serra
","powerful, efficient, expensive, compact, robust"
4918,"Which is longer, and thus has more [MASK], Flash memory emulator or blind rivetting tool
","efficient, powerful, expensive, flexible, robust"
4919,"Which is longer, and thus has more [MASK], Flash memory emulator or Bone Awl with Beaded Case
","powerful, efficient, expensive, robust, compact"
4920,"Which is longer, and thus has more [MASK], Flash memory emulator or bow saw blade
","powerful, efficient, expensive, robust, flexible"
4921,"Which is longer, and thus has more [MASK], Flash memory emulator or Box of Architectural Instruments
","powerful, efficient, expensive, compact, robust"
4922,"Which is longer, and thus has more [MASK], Flash memory emulator or Brace and Bit
","powerful, efficient, expensive, memory, robust"
4923,"Which is longer, and thus has more [MASK], Flash memory emulator or Broca de Púa
","powerful, efficient, expensive, memory, compact"
4924,"Which is longer, and thus has more [MASK], Flash memory emulator or Bronze cylindrical tool hande
","powerful, flexible, compact, efficient, robust"
4925,"Which is longer, and thus has more [MASK], Flash memory emulator or business management tools
","powerful, efficient, expensive, sophisticated, flexible"
4926,"Which is longer, and thus has more [MASK], Flash memory emulator or Case for Chopstick and Knife Kit -Souvenir Trade
","powerful, expensive, compact, efficient, flexible"
4927,"Which is longer, and thus has more [MASK], Flash memory emulator or Case for Kit with Chopsticks and Knife - Souvenir Trade
","powerful, expensive, compact, efficient, flexible"
4928,"Which is longer, and thus has more [MASK], Flash memory emulator or Catraca de Furar
","powerful, expensive, efficient, compact, robust"
4929,"Which is longer, and thus has more [MASK], Flash memory emulator or Champagne bottle opener
","powerful, efficient, expensive, compact, robust"
4930,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Boca
","powerful, efficient, expensive, compact, robust"
4931,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Estiva
","powerful, efficient, expensive, memory, robust"
4932,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Fenda
","powerful, expensive, efficient, memory, robust"
4933,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Mandril
","powerful, efficient, expensive, memory, compact"
4934,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Porca
","powerful, expensive, efficient, memory, compact"
4935,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave de Vela
","powerful, expensive, efficient, memory, compact"
4936,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave para Porca
","powerful, efficient, expensive, robust, compact"
4937,"Which is longer, and thus has more [MASK], Flash memory emulator or Chave para Porcas
","powerful, efficient, expensive, robust, compact"
4938,"Which is longer, and thus has more [MASK], Flash memory emulator or Chopstick and Knife Kit -Souvenir Trade
","powerful, expensive, compact, efficient, memory"
4939,"Which is longer, and thus has more [MASK], Flash memory emulator or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","powerful, expensive, efficient, compact, flexible"
4940,"Which is longer, and thus has more [MASK], Flash memory emulator or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","powerful, expensive, compact, efficient, flexible"
4941,"Which is longer, and thus has more [MASK], Flash memory emulator or combs in Basque mythology
","powerful, efficient, expensive, sophisticated, flexible"
4942,"Which is longer, and thus has more [MASK], Flash memory emulator or data processors and accessories
","powerful, expensive, compact, efficient, flexible"
4943,"Which is longer, and thus has more [MASK], Flash memory emulator or dead blow hammer
","powerful, efficient, expensive, memory, robust"
4944,"Which is longer, and thus has more [MASK], Flash memory emulator or digital media use and mental health
","efficient, flexibility, memory, reliable, powerful"
4945,"Which is longer, and thus has more [MASK], Flash memory emulator or Dividers with Regulator
","powerful, efficient, expensive, robust, compact"
4946,"Which is longer, and thus has more [MASK], Flash memory emulator or Duck-Billed Axe Head
","powerful, efficient, expensive, robust, compact"
4947,"Which is longer, and thus has more [MASK], Flash memory emulator or Ekahau Site Survey
","powerful, efficient, expensive, robust, memory"
4948,"Which is longer, and thus has more [MASK], Flash memory emulator or electric planer manual
","expensive, powerful, efficient, flexible, compact"
4949,"Which is longer, and thus has more [MASK], Flash memory emulator or electric steam iron
","powerful, efficient, expensive, reliable, flexible"
4950,"Which is longer, and thus has more [MASK], Flash memory emulator or Espátula de Vidraceiro
","powerful, efficient, memory, expensive, robust"
4951,"Which is longer, and thus has more [MASK], Flash memory emulator or Esperanto learning tool
","efficient, powerful, flexible, robust, sophisticated"
4952,"Which is longer, and thus has more [MASK], Flash memory emulator or Essen-Frohnhausen antler device
","powerful, expensive, efficient, compact, robust"
4953,"Which is longer, and thus has more [MASK], Flash memory emulator or Fio de Aço
","powerful, expensive, efficient, compact, robust"
4954,"Which is longer, and thus has more [MASK], Flash memory emulator or Fio de Latão
","powerful, efficient, expensive, compact, robust"
4955,"Which is longer, and thus has more [MASK], Flash memory emulator or fire hose protection ramp
","powerful, expensive, robust, efficient, reliable"
4956,"Which is longer, and thus has more [MASK], Flash memory emulator or Flint in the Form of a Bird
","efficient, powerful, expensive, flexible, robust"
4957,"Which is longer, and thus has more [MASK], Flash memory emulator or Fly Casting Analyzer
","powerful, efficient, expensive, robust, flexible"
4958,"Which is longer, and thus has more [MASK], Flash memory emulator or Fly fishing tackle
","powerful, efficient, expensive, flexible, reliable"
4959,"Which is longer, and thus has more [MASK], Flash memory emulator or Four-die forging device
","expensive, powerful, efficient, flexible, compact"
4960,"Which is longer, and thus has more [MASK], Flash memory emulator or Fresa com Eixo
","powerful, efficient, expensive, compact, memory"
4961,"Which is longer, and thus has more [MASK], Flash memory emulator or Fur skin hammer
","powerful, robust, flexible, expensive, efficient"
4962,"Which is longer, and thus has more [MASK], Flash memory emulator or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","powerful, efficient, memory, expensive, compact"
4963,"Which is longer, and thus has more [MASK], Flash memory emulator or Grampo de Barra de Aço Ou Sargento
","powerful, memory, expensive, efficient, compact"
4964,"Which is longer, and thus has more [MASK], Flash memory emulator or Grampo de Barra Ou Sargento
","powerful, memory, expensive, efficient, compact"
4965,"Which is longer, and thus has more [MASK], Flash memory emulator or Hacksaw with Blade
","efficient, powerful, expensive, robust, compact"
4966,"Which is longer, and thus has more [MASK], Flash memory emulator or Hand Saw with Blade
","powerful, efficient, expensive, compact, robust"
4967,"Which is longer, and thus has more [MASK], Flash memory emulator or hot glue gun
","powerful, expensive, efficient, compact, flexible"
4968,"Which is longer, and thus has more [MASK], Flash memory emulator or Illumination Software Creator
","powerful, efficient, expensive, memory, robust"
4969,"Which is longer, and thus has more [MASK], Flash memory emulator or Independent Forest Monitoring
","powerful, efficient, expensive, robust, compact"
4970,"Which is longer, and thus has more [MASK], Flash memory emulator or Inside and Outside Calipers
","powerful, efficient, flexible, robust, expensive"
4971,"Which is longer, and thus has more [MASK], Flash memory emulator or key to amend wire
","expensive, powerful, efficient, flexible, memory"
4972,"Which is longer, and thus has more [MASK], Flash memory emulator or Kit with Chopsticks and Knife- Souvenir Trade
","powerful, compact, expensive, efficient, flexible"
4973,"Which is longer, and thus has more [MASK], Flash memory emulator or Knife for Chopstick and Knife Kit -Souvenir Trade
","powerful, expensive, compact, efficient, memory"
4974,"Which is longer, and thus has more [MASK], Flash memory emulator or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","powerful, expensive, compact, efficient, flexible"
4975,"Which is longer, and thus has more [MASK], Flash memory emulator or Knipex pliers wrenches
","powerful, efficient, expensive, flexible, robust"
4976,"Which is longer, and thus has more [MASK], Flash memory emulator or Laser line level
","efficient, powerful, expensive, flexible, compact"
4977,"Which is longer, and thus has more [MASK], Flash memory emulator or Logistics Support System
","powerful, efficient, expensive, robust, compact"
4978,"Which is longer, and thus has more [MASK], Flash memory emulator or L-shaped metal tool
","flexible, compact, powerful, expensive, efficient"
4979,"Which is longer, and thus has more [MASK], Flash memory emulator or match making equipment
","expensive, efficient, powerful, reliable, compact"
4980,"Which is longer, and thus has more [MASK], Flash memory emulator or matrix screen printing
","efficient, expensive, powerful, flexible, compact"
4981,"Which is longer, and thus has more [MASK], Flash memory emulator or Mesa de Torno
","powerful, expensive, efficient, compact, robust"
4982,"Which is longer, and thus has more [MASK], Flash memory emulator or Mesohabitat Simulation Model
","efficient, powerful, robust, flexible, stable"
4983,"Which is longer, and thus has more [MASK], Flash memory emulator or Metal tool with eye hole
","powerful, efficient, expensive, compact, flexible"
4984,"Which is longer, and thus has more [MASK], Flash memory emulator or Noah's Ark: Ten Mezzotints by Avati
","powerful, efficient, expensive, sophisticated, compact"
4985,"Which is longer, and thus has more [MASK], Flash memory emulator or open source hardware
","expensive, powerful, efficient, compact, robust"
4986,"Which is longer, and thus has more [MASK], Flash memory emulator or Paint Box of Vizier Amenemope
","powerful, efficient, expensive, robust, compact"
4987,"Which is longer, and thus has more [MASK], Flash memory emulator or Pair of Chopsticks
","powerful, efficient, expensive, robust, compact"
4988,"Which is longer, and thus has more [MASK], Flash memory emulator or Palette in the Form of a Fish
","efficient, powerful, expensive, flexible, compact"
4989,"Which is longer, and thus has more [MASK], Flash memory emulator or Palette in the Form of a Turtle
","efficient, powerful, expensive, flexible, compact"
4990,"Which is longer, and thus has more [MASK], Flash memory emulator or pan to extend hat
","powerful, flexible, efficient, expensive, compact"
4991,"Which is longer, and thus has more [MASK], Flash memory emulator or Peça Cilíndrica Rosqueada
","powerful, efficient, expensive, memory, robust"
4992,"Which is longer, and thus has more [MASK], Flash memory emulator or Personal Composite Instrument
","powerful, efficient, expensive, robust, flexible"
4993,"Which is longer, and thus has more [MASK], Flash memory emulator or Pin for Hat
","powerful, efficient, expensive, memory, robust"
4994,"Which is longer, and thus has more [MASK], Flash memory emulator or plug and feather
","powerful, expensive, efficient, compact, flexible"
4995,"Which is longer, and thus has more [MASK], Flash memory emulator or Pointed Bone Tool
","powerful, efficient, expensive, robust, compact"
4996,"Which is longer, and thus has more [MASK], Flash memory emulator or Press cake breakers
","expensive, efficient, powerful, flexible, robust"
4997,"Which is longer, and thus has more [MASK], Flash memory emulator or push button applicator
","powerful, efficient, compact, robust, flexible"
4998,"Which is longer, and thus has more [MASK], Flash memory emulator or Rock Abrasion Tool
","powerful, efficient, expensive, robust, compact"
4999,"Which is longer, and thus has more [MASK], Flash memory emulator or Roda de Polir
","powerful, expensive, efficient, memory, robust"
5000,"Which is longer, and thus has more [MASK], Flash memory emulator or roll smoke trouble
","powerful, efficient, expensive, compact, robust"
5001,"Which is longer, and thus has more [MASK], Flash memory emulator or Rolo de Correia
","powerful, efficient, expensive, memory, robust"
5002,"Which is longer, and thus has more [MASK], Flash memory emulator or rotary printing press
","expensive, efficient, powerful, compact, flexible"
5003,"Which is longer, and thus has more [MASK], Flash memory emulator or Search and Rescue Transponder
","powerful, efficient, expensive, robust, compact"
5004,"Which is longer, and thus has more [MASK], Flash memory emulator or Serra de Arco
","powerful, expensive, efficient, compact, robust"
5005,"Which is longer, and thus has more [MASK], Flash memory emulator or Set of Calligraphers' Tools
","powerful, efficient, flexible, expensive, compact"
5006,"Which is longer, and thus has more [MASK], Flash memory emulator or Set of Engraver's Tools
","powerful, expensive, efficient, compact, flexible"
5007,"Which is longer, and thus has more [MASK], Flash memory emulator or Small bag of tool ends of iron
","expensive, efficient, flexible, powerful, compact"
5008,"Which is longer, and thus has more [MASK], Flash memory emulator or Soquete de Pedreiro
","powerful, expensive, efficient, memory, compact"
5009,"Which is longer, and thus has more [MASK], Flash memory emulator or stainless steel soap
","expensive, powerful, efficient, compact, robust"
5010,"Which is longer, and thus has more [MASK], Flash memory emulator or Straw Splitting Tool
","powerful, efficient, expensive, compact, robust"
5011,"Which is longer, and thus has more [MASK], Flash memory emulator or Talus or Die
","powerful, expensive, efficient, memory, robust"
5012,"Which is longer, and thus has more [MASK], Flash memory emulator or Tap and die
","efficient, powerful, expensive, memory, flexible"
5013,"Which is longer, and thus has more [MASK], Flash memory emulator or Taper insertion pin
","efficient, powerful, expensive, flexible, robust"
5014,"Which is longer, and thus has more [MASK], Flash memory emulator or test pliers hull
","efficient, powerful, expensive, robust, flexible"
5015,"Which is longer, and thus has more [MASK], Flash memory emulator or textile arts tool
","efficient, powerful, expensive, flexible, sophisticated"
5016,"Which is longer, and thus has more [MASK], Flash memory emulator or The Wine Aroma Wheel
","powerful, efficient, expensive, robust, compact"
5017,"Which is longer, and thus has more [MASK], Flash memory emulator or thread die holder
","efficient, expensive, powerful, flexible, compact"
5018,"Which is longer, and thus has more [MASK], Flash memory emulator or Thumb Rest of a Spear Thrower
","powerful, efficient, expensive, memory, robust"
5019,"Which is longer, and thus has more [MASK], Flash memory emulator or tick removal tool
","efficient, powerful, expensive, robust, flexibility"
5020,"Which is longer, and thus has more [MASK], Flash memory emulator or Tool Used to Illustrate Woodcutting
","powerful, efficient, expensive, robust, flexible"
5021,"Which is longer, and thus has more [MASK], Flash memory emulator or Tool Used to Illustrate Woodcutting:  Registration Frame
","powerful, efficient, expensive, robust, flexible"
5022,"Which is longer, and thus has more [MASK], Flash memory emulator or Tools Used to Illustrate Woodcutting
","powerful, efficient, expensive, robust, flexible"
5023,"Which is longer, and thus has more [MASK], Flash memory emulator or Torno de Precisão
","powerful, efficient, expensive, robust, memory"
5024,"Which is longer, and thus has more [MASK], Flash memory emulator or triple-square screw drive
","compact, expensive, powerful, efficient, flexible"
5025,"Which is longer, and thus has more [MASK], Flash memory emulator or United Nations Guiding Principles on Business and Human Rights
","powerful, efficient, flexible, robust, expensive"
5026,"Which is longer, and thus has more [MASK], Flash memory emulator or Weight in the Form of a Bull or Cow
","powerful, efficient, expensive, flexible, compact"
5027,"Which is longer, and thus has more [MASK], Flash memory emulator or Weight in the Form of a Hippopotamus Head
","powerful, efficient, robust, flexible, expensive"
5028,"Which is longer, and thus has more [MASK], Flash memory emulator or Weight in the Form of a Lion
","efficient, powerful, expensive, robust, flexible"
5029,"Which is longer, and thus has more [MASK], Flash memory emulator or Wire rope hoist
","powerful, efficient, expensive, flexible, robust"
5030,"Which is longer, and thus has more [MASK], Flash memory emulator or Wooden Writing Tool
","powerful, efficient, expensive, robust, compact"
5031,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or 90-45-45 set square
","symmetry, edges, dimension, space, flexibility"
5032,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Apollo Lunar Surface Drill
","flexibility, depth, difficulty, symmetry, width"
5033,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Arco de Pua com Catraca
","difficulty, depth, inhabitants, branches, variation"
5034,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Arco de Serra
","difficulty, depth, variation, flexibility, branches"
5035,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or blind rivetting tool
","flexibility, difficulty, depth, complexity, power"
5036,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Bone Awl with Beaded Case
","difficulty, flexibility, depth, edges, variation"
5037,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or bow saw blade
","flexibility, width, difficulty, depth, power"
5038,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Box of Architectural Instruments
","flexibility, difficulty, depth, complexity, detail"
5039,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Brace and Bit
","flexibility, difficulty, branches, variation, complexity"
5040,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Broca de Púa
","difficulty, depth, branches, variation, width"
5041,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Bronze cylindrical tool hande
","flexibility, difficulty, diameter, detail, torque"
5042,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or business management tools
","flexibility, complexity, functionality, scope, difficulty"
5043,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Case for Chopstick and Knife Kit -Souvenir Trade
","difficulty, flexibility, detail, depth, space"
5044,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Case for Kit with Chopsticks and Knife - Souvenir Trade
","difficulty, flexibility, decoration, depth, detail"
5045,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Catraca de Furar
","difficulty, depth, branches, variation, width"
5046,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Champagne bottle opener
","flexibility, difficulty, depth, volume, consistency"
5047,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Boca
","flexibility, difficulty, depth, edges, dimension"
5048,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Estiva
","difficulty, flexibility, branches, variation, depth"
5049,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Fenda
","difficulty, flexibility, depth, variation, edges"
5050,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Mandril
","difficulty, depth, flexibility, curves, variation"
5051,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Porca
","difficulty, depth, width, variation, curves"
5052,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave de Vela
","difficulty, depth, flexibility, variation, curves"
5053,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave para Porca
","difficulty, flexibility, depth, branches, variation"
5054,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chave para Porcas
","difficulty, flexibility, branches, depth, variation"
5055,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chopstick and Knife Kit -Souvenir Trade
","difficulty, flexibility, detail, depth, decoration"
5056,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","flexibility, difficulty, depth, detail, power"
5057,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","flexibility, difficulty, decoration, depth, weight"
5058,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or combs in Basque mythology
","meaning, detail, significance, difficulty, depth"
5059,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or data processors and accessories
","flexibility, functionality, complexity, power, processors"
5060,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or dead blow hammer
","difficulty, flexibility, power, depth, freedom"
5061,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or digital media use and mental health
","relevance, impact, potential, significance, depth"
5062,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Dividers with Regulator
","flexibility, symmetry, complexity, dimension, difficulty"
5063,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Duck-Billed Axe Head
","symmetry, flexibility, edges, difficulty, variation"
5064,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Ekahau Site Survey
","depth, difficulty, flexibility, variation, complexity"
5065,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or electric planer manual
","flexibility, power, difficulty, torque, detail"
5066,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or electric steam iron
","power, flexibility, traction, horsepower, steam"
5067,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Espátula de Vidraceiro
","difficulty, depth, branches, inhabitants, variation"
5068,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Esperanto learning tool
","flexibility, complexity, difficulty, depth, detail"
5069,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Essen-Frohnhausen antler device
","flexibility, difficulty, detail, variation, symmetry"
5070,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fio de Aço
","difficulty, depth, variation, branches, inhabitants"
5071,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fio de Latão
","difficulty, depth, variation, branches, flexibility"
5072,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or fire hose protection ramp
","flexibility, protection, power, traction, complexity"
5073,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Flash memory emulator
","memory, flexibility, complexity, bandwidth, power"
5074,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fly Casting Analyzer
","flexibility, complexity, power, difficulty, energy"
5075,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fly fishing tackle
","depth, flexibility, difficulty, fins, than"
5076,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Four-die forging device
","flexibility, power, complexity, friction, torque"
5077,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fresa com Eixo
","difficulty, branches, depth, variation, flexibility"
5078,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Fur skin hammer
","flexibility, difficulty, teeth, depth, pronounced"
5079,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","difficulty, detail, variation, depth, decoration"
5080,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Grampo de Barra de Aço Ou Sargento
","difficulty, depth, variation, inhabitants, dimensions"
5081,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Grampo de Barra Ou Sargento
","difficulty, depth, variation, dimensions, curves"
5082,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Hacksaw with Blade
","flexibility, difficulty, depth, variation, symmetry"
5083,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Hand Saw with Blade
","flexibility, difficulty, symmetry, depth, edges"
5084,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or hot glue gun
","flexibility, friction, power, difficulty, depth"
5085,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Illumination Software Creator
","flexibility, complexity, difficulty, depth, potential"
5086,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Independent Forest Monitoring
","flexibility, difficulty, complexity, depth, potential"
5087,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Inside and Outside Calipers
","flexibility, branches, variation, claws, depth"
5088,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or key to amend wire
","flexibility, complexity, power, difficulty, detail"
5089,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Kit with Chopsticks and Knife- Souvenir Trade
","decoration, difficulty, flexibility, fur, detail"
5090,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Knife for Chopstick and Knife Kit -Souvenir Trade
","flexibility, difficulty, fur, detail, variation"
5091,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","flexibility, difficulty, decoration, variation, detail"
