,Masked Sentence,Prediction
14277,"Which is wider, and thus has more [MASK], Overmantel Mirror or Spoon racks
","spacious, flexible, compact, rounded, efficient"
14278,"Which is wider, and thus has more [MASK], Overmantel Mirror or Standing aid
","flexibility, flexible, efficient, robust, detail"
14279,"Which is wider, and thus has more [MASK], Overmantel Mirror or street furniture
","decorative, ornate, expensive, elaborate, furniture"
14280,"Which is wider, and thus has more [MASK], Overmantel Mirror or support furniture
","flexibility, flexible, robust, space, rounded"
14281,"Which is wider, and thus has more [MASK], Overmantel Mirror or Suzhou-style furniture
","ornate, elaborate, expensive, elegant, decorative"
14282,"Which is wider, and thus has more [MASK], Overmantel Mirror or Table Desk
","flexibility, detail, complexity, efficient, depth"
14283,"Which is wider, and thus has more [MASK], Overmantel Mirror or table toilet
","rounded, flexibility, flexible, convenient, elaborate"
14284,"Which is wider, and thus has more [MASK], Overmantel Mirror or Tall-case Clock
","compact, flexible, rounded, robust, complicated"
14285,"Which is wider, and thus has more [MASK], Overmantel Mirror or Tall Clock
","flexibility, detail, flexible, pronounced, rounded"
14286,"Which is wider, and thus has more [MASK], Overmantel Mirror or Tambour Desk
","flexibility, pronounced, depth, detail, narrow"
14287,"Which is wider, and thus has more [MASK], Overmantel Mirror or Tea Table
","flexibility, detail, flexible, depth, pronounced"
14288,"Which is wider, and thus has more [MASK], Overmantel Mirror or teacher's desk
","flexibility, classrooms, spacious, rounded, room"
14289,"Which is wider, and thus has more [MASK], Overmantel Mirror or tool board
","flexible, flexibility, detail, robust, compact"
14290,"Which is wider, and thus has more [MASK], Overmantel Mirror or towel rack
","flexible, flexibility, rounded, compact, convenient"
14291,"Which is wider, and thus has more [MASK], Overmantel Mirror or Tripod Brazier
","flexibility, detail, dimensions, depth, curves"
14292,"Which is wider, and thus has more [MASK], Overmantel Mirror or Ulm stool
","flexibility, rounded, pronounced, depth, curves"
14293,"Which is wider, and thus has more [MASK], Overmantel Mirror or umbrella holder
","flexibility, flexible, compact, efficient, common"
14294,"Which is wider, and thus has more [MASK], Overmantel Mirror or UP series
","compact, complicated, efficient, flexible, robust"
14295,"Which is wider, and thus has more [MASK], Overmantel Mirror or Wall Bracket
","flexibility, detail, efficient, depth, complexity"
14296,"Which is wider, and thus has more [MASK], Overmantel Mirror or Wall Clock
","flexibility, detail, flexible, pronounced, rounded"
14297,"Which is wider, and thus has more [MASK], Overmantel Mirror or wall rack
","rounded, flexibility, flexible, vertical, square"
14298,"Which is wider, and thus has more [MASK], Overmantel Mirror or Waterfall furniture
","flexibility, detail, flexible, elaborate, compact"
14299,"Which is wider, and thus has more [MASK], Overmantel Mirror or Wooden Casket
","flexibility, depth, narrow, detail, dimensions"
14300,"Which is wider, and thus has more [MASK], Overmantel Mirror or Work Table
","flexibility, detail, depth, complexity, flexible"
14301,"Which is wider, and thus has more [MASK], Overmantel Mirror or worship furniture
","elaborate, ornate, flexibility, detail, decorative"
14302,"Which is wider, and thus has more [MASK], Overmantel Mirror or Writing table
","flexibility, detail, complicated, convenient, efficient"
14303,"Which is wider, and thus has more [MASK], Overmantel Mirror or Yokeback Armchair
","flexibility, flexible, robust, rounded, compact"
14304,"Which is wider, and thus has more [MASK], park furniture or Room Divider
","furniture, seating, amenities, expensive, space"
14305,"Which is wider, and thus has more [MASK], park furniture or Wisteria Lamp
","furniture, expensive, seating, amenities, decoration"
14306,"Which is wider, and thus has more [MASK], park furniture or Dressing Cabinet
","seating, furniture, decorative, decoration, expensive"
14307,"Which is wider, and thus has more [MASK], park furniture or Abbot's Stall
","furniture, expensive, seating, ornate, decorative"
14308,"Which is wider, and thus has more [MASK], park furniture or Abbotsford style
","expensive, ornate, elaborate, decorative, modern"
14309,"Which is wider, and thus has more [MASK], park furniture or ancient furniture
","furniture, expensive, ornate, decorative, modern"
14310,"Which is wider, and thus has more [MASK], park furniture or Animal furniture
","expensive, furniture, decorative, comfortable, modern"
14311,"Which is wider, and thus has more [MASK], park furniture or antique furniture
","expensive, furniture, modern, decorative, ornate"
14312,"Which is wider, and thus has more [MASK], park furniture or Arca Bau
","furniture, seating, expensive, amenities, decoration"
14313,"Which is wider, and thus has more [MASK], park furniture or Arca Canastra
","furniture, seating, decoration, expensive, rooms"
14314,"Which is wider, and thus has more [MASK], park furniture or architectural furniture
","furniture, decorative, expensive, decoration, ornate"
14315,"Which is wider, and thus has more [MASK], park furniture or Armário Armário-Estante
","furniture, expensive, spacious, amenities, decoration"
14316,"Which is wider, and thus has more [MASK], park furniture or Armário Guarda-Comida
","furniture, expensive, amenities, decoration, seating"
14317,"Which is wider, and thus has more [MASK], park furniture or Armário Guarda-Louça
","furniture, expensive, decoration, seating, amenities"
14318,"Which is wider, and thus has more [MASK], park furniture or Armário Guarda-Roupa
","furniture, expensive, decoration, amenities, seating"
14319,"Which is wider, and thus has more [MASK], park furniture or Armário Vitrina-Armário
","furniture, expensive, amenities, spacious, luxurious"
14320,"Which is wider, and thus has more [MASK], park furniture or Armário Vitrine
","furniture, expensive, decoration, seating, luxurious"
14321,"Which is wider, and thus has more [MASK], park furniture or Armário: Guarda-Roupa
","expensive, furniture, spacious, luxurious, accessible"
14322,"Which is wider, and thus has more [MASK], park furniture or Baby furniture
","expensive, furniture, decorative, comfortable, seating"
14323,"Which is wider, and thus has more [MASK], park furniture or Bed tables
","seating, furniture, seats, chairs, benches"
14324,"Which is wider, and thus has more [MASK], park furniture or beer tap
","seating, furniture, amenities, rooms, room"
14325,"Which is wider, and thus has more [MASK], park furniture or Beijing-style furniture
","expensive, decorative, ornate, modern, luxurious"
14326,"Which is wider, and thus has more [MASK], park furniture or book chest
","furniture, seating, room, comfortable, expensive"
14327,"Which is wider, and thus has more [MASK], park furniture or Bureau table
","furniture, seating, room, seats, decoration"
14328,"Which is wider, and thus has more [MASK], park furniture or campaign furniture
","expensive, furniture, seating, decorative, modern"
14329,"Which is wider, and thus has more [MASK], park furniture or Candle Bracket
","furniture, seating, expensive, elaborate, comfortable"
14330,"Which is wider, and thus has more [MASK], park furniture or Candle Stand
","seating, furniture, decorative, expensive, comfortable"
14331,"Which is wider, and thus has more [MASK], park furniture or Card table
","seating, furniture, room, comfortable, expensive"
14332,"Which is wider, and thus has more [MASK], park furniture or Center Table
","furniture, seating, amenities, expensive, decoration"
14333,"Which is wider, and thus has more [MASK], park furniture or chair back
","seating, furniture, seats, comfortable, chairs"
14334,"Which is wider, and thus has more [MASK], park furniture or chaise longue
","furniture, expensive, seating, decoration, luxurious"
14335,"Which is wider, and thus has more [MASK], park furniture or cheval glass
","expensive, decorative, ornate, furniture, elaborate"
14336,"Which is wider, and thus has more [MASK], park furniture or choir screen
","seating, seats, furniture, windows, spacious"
14337,"Which is wider, and thus has more [MASK], park furniture or church shelf
","furniture, seating, amenities, decoration, rooms"
14338,"Which is wider, and thus has more [MASK], park furniture or Clothes valet
","expensive, spacious, luxurious, comfortable, seating"
14339,"Which is wider, and thus has more [MASK], park furniture or Cofre Portátil
","furniture, decoration, expensive, seating, amenities"
14340,"Which is wider, and thus has more [MASK], park furniture or Coin cabinet
","expensive, furniture, decorative, comfortable, seating"
14341,"Which is wider, and thus has more [MASK], park furniture or Console Table
","seating, furniture, expensive, decorative, amenities"
14342,"Which is wider, and thus has more [MASK], park furniture or Corner Cabinet
","furniture, seating, expensive, amenities, decoration"
14343,"Which is wider, and thus has more [MASK], park furniture or Corner Cabinet
","furniture, seating, expensive, amenities, decoration"
14344,"Which is wider, and thus has more [MASK], park furniture or Corner chair
","seating, furniture, comfortable, seats, chairs"
14345,"Which is wider, and thus has more [MASK], park furniture or Coromandel lacquer
","expensive, furniture, decoration, decorative, elaborate"
14346,"Which is wider, and thus has more [MASK], park furniture or cue stand
","seating, seats, furniture, benches, amenities"
14347,"Which is wider, and thus has more [MASK], park furniture or Curule Chair
","furniture, seating, expensive, amenities, spacious"
14348,"Which is wider, and thus has more [MASK], park furniture or cylinder desk
","furniture, seating, comfortable, expensive, room"
14349,"Which is wider, and thus has more [MASK], park furniture or day bed
","seating, furniture, comfortable, amenities, room"
14350,"Which is wider, and thus has more [MASK], park furniture or dresser-litter bin
","furniture, seating, amenities, toilets, expensive"
14351,"Which is wider, and thus has more [MASK], park furniture or Drop-front desk
","comfortable, expensive, spacious, furniture, seating"
14352,"Which is wider, and thus has more [MASK], park furniture or Drop-front secretary
","seating, furniture, decorative, expensive, comfortable"
14353,"Which is wider, and thus has more [MASK], park furniture or Easy Chair
","furniture, seating, expensive, amenities, comfortable"
14354,"Which is wider, and thus has more [MASK], park furniture or entertainment center
","amenities, seating, rooms, restaurants, shops"
14355,"Which is wider, and thus has more [MASK], park furniture or Escrivaninha Cômoda-Escrivaninha
","furniture, spacious, expensive, decoration, luxurious"
14356,"Which is wider, and thus has more [MASK], park furniture or Escrivaninha Portátil
","furniture, decoration, expensive, spacious, seating"
14357,"Which is wider, and thus has more [MASK], park furniture or Estante Infantil
","furniture, expensive, seating, decoration, spacious"
14358,"Which is wider, and thus has more [MASK], park furniture or Fall-front Secretary
","decorative, expensive, comfortable, spacious, ornate"
14359,"Which is wider, and thus has more [MASK], park furniture or Flower Stand
","furniture, seating, expensive, amenities, decorative"
14360,"Which is wider, and thus has more [MASK], park furniture or folding stool
","seating, comfortable, furniture, seats, flexible"
14361,"Which is wider, and thus has more [MASK], park furniture or foot shelf
","furniture, seating, space, room, lawn"
14362,"Which is wider, and thus has more [MASK], park furniture or four-poster bed
","comfortable, furniture, seating, spacious, room"
14363,"Which is wider, and thus has more [MASK], park furniture or furniture component
","furniture, seating, expensive, decorative, amenities"
14364,"Which is wider, and thus has more [MASK], park furniture or Gallery Structure
","furniture, seating, expensive, decorative, decoration"
14365,"Which is wider, and thus has more [MASK], park furniture or Gaming Table
","furniture, seating, amenities, expensive, space"
14366,"Which is wider, and thus has more [MASK], park furniture or garden furniture
","furniture, expensive, lawn, decorative, seating"
14367,"Which is wider, and thus has more [MASK], park furniture or giant furniture
","furniture, expensive, seating, colorful, elaborate"
14368,"Which is wider, and thus has more [MASK], park furniture or Guangzhou-style furniture
","expensive, decorative, ornate, modern, luxurious"
14369,"Which is wider, and thus has more [MASK], park furniture or hanger floor
","comfortable, seating, furniture, expensive, spacious"
14370,"Which is wider, and thus has more [MASK], park furniture or home apothecary
","expensive, furniture, decorative, comfortable, elaborate"
14371,"Which is wider, and thus has more [MASK], park furniture or keeps food
","furniture, seating, room, space, rooms"
14372,"Which is wider, and thus has more [MASK], park furniture or kitchen sink
","furniture, seating, bedrooms, kitchen, room"
14373,"Which is wider, and thus has more [MASK], park furniture or knickknacks shelf
","furniture, expensive, decorative, seating, comfortable"
14374,"Which is wider, and thus has more [MASK], park furniture or lacquered furniture
","expensive, decorative, ornate, elaborate, colorful"
14375,"Which is wider, and thus has more [MASK], park furniture or Lazy Susan
","furniture, expensive, comfortable, decoration, decorative"
14376,"Which is wider, and thus has more [MASK], park furniture or leather furniture
","furniture, expensive, comfortable, seating, luxurious"
14377,"Which is wider, and thus has more [MASK], park furniture or library steps
","seating, furniture, rooms, room, classrooms"
14378,"Which is wider, and thus has more [MASK], park furniture or Library Table
","furniture, seating, amenities, expensive, decoration"
14379,"Which is wider, and thus has more [MASK], park furniture or Linen Press
","furniture, expensive, seating, decorative, decoration"
14380,"Which is wider, and thus has more [MASK], park furniture or litter box
","seating, furniture, amenities, seats, space"
14381,"Which is wider, and thus has more [MASK], park furniture or liturgical furniture
","furniture, expensive, decorative, ornate, comfortable"
14382,"Which is wider, and thus has more [MASK], park furniture or low cabinet
","expensive, comfortable, furniture, seating, decorative"
14383,"Which is wider, and thus has more [MASK], park furniture or Macquarie Chest
","furniture, expensive, seating, amenities, decorative"
14384,"Which is wider, and thus has more [MASK], park furniture or magazine rack
","furniture, seating, room, expensive, comfortable"
14385,"Which is wider, and thus has more [MASK], park furniture or Marriage Chest
","expensive, furniture, seating, decorative, amenities"
14386,"Which is wider, and thus has more [MASK], park furniture or Mechanical table
","seating, furniture, room, comfortable, seats"
14387,"Which is wider, and thus has more [MASK], park furniture or Medal cabinet
","furniture, expensive, decorative, comfortable, spacious"
14388,"Which is wider, and thus has more [MASK], park furniture or Mesa Consolo
","furniture, expensive, seating, amenities, decoration"
14389,"Which is wider, and thus has more [MASK], park furniture or Mesa Criado-Mudo
","furniture, expensive, luxurious, decoration, amenities"
14390,"Which is wider, and thus has more [MASK], park furniture or Mesa Infantil
","furniture, seating, expensive, amenities, decoration"
14391,"Which is wider, and thus has more [MASK], park furniture or Mesa Lavatório
","furniture, expensive, amenities, seating, spacious"
14392,"Which is wider, and thus has more [MASK], park furniture or Mesa: Criado-Mudo
","expensive, furniture, amenities, elaborate, modern"
14393,"Which is wider, and thus has more [MASK], park furniture or Ming-style furniture
","expensive, decorative, ornate, modern, elaborate"
14394,"Which is wider, and thus has more [MASK], park furniture or mobile shelving
","furniture, seating, comfortable, flexible, expensive"
14395,"Which is wider, and thus has more [MASK], park furniture or Mobilio Biblioteca
","furniture, expensive, spacious, seating, luxurious"
14396,"Which is wider, and thus has more [MASK], park furniture or Namban screen
","seating, furniture, expensive, decorative, seats"
14397,"Which is wider, and thus has more [MASK], park furniture or office furniture
","furniture, expensive, seating, comfortable, rooms"
14398,"Which is wider, and thus has more [MASK], park furniture or Ornamental Panel
","decorative, elaborate, ornate, expensive, colorful"
14399,"Which is wider, and thus has more [MASK], park furniture or Overmantel Mirror
","expensive, furniture, decorative, ornate, elaborate"
14400,"Which is wider, and thus has more [MASK], park furniture or patent furniture
","expensive, furniture, decorative, modern, common"
14401,"Which is wider, and thus has more [MASK], park furniture or Pier Mirror
","furniture, seating, expensive, amenities, decorative"
14402,"Which is wider, and thus has more [MASK], park furniture or Pier table
","seating, furniture, expensive, room, comfortable"
14403,"Which is wider, and thus has more [MASK], park furniture or pilgrim furniture
","expensive, furniture, decorative, elaborate, ornate"
14404,"Which is wider, and thus has more [MASK], park furniture or plastic furniture
","expensive, furniture, plastic, comfortable, lightweight"
14405,"Which is wider, and thus has more [MASK], park furniture or portable counter
","seating, furniture, comfortable, portable, room"
14406,"Which is wider, and thus has more [MASK], park furniture or Preguiceiro Infantil
","furniture, spacious, expensive, luxurious, amenities"
14407,"Which is wider, and thus has more [MASK], park furniture or Prestige Chair
","furniture, expensive, decoration, decorative, seating"
14408,"Which is wider, and thus has more [MASK], park furniture or Provençal breadbox
","furniture, spacious, comfortable, expensive, seating"
14409,"Which is wider, and thus has more [MASK], park furniture or ready-to-assemble furniture
","expensive, comfortable, compact, modern, lightweight"
14410,"Which is wider, and thus has more [MASK], park furniture or Rolltop desk
","furniture, expensive, comfortable, seating, spacious"
14411,"Which is wider, and thus has more [MASK], park furniture or room divider
","seating, room, furniture, space, privacy"
14412,"Which is wider, and thus has more [MASK], park furniture or Rotated Rectangle
","decorative, ornate, spacious, rounded, compact"
14413,"Which is wider, and thus has more [MASK], park furniture or Round table
","seating, furniture, comfortable, expensive, room"
14414,"Which is wider, and thus has more [MASK], park furniture or roundback armchair
","comfortable, seating, lightweight, luxurious, expensive"
14415,"Which is wider, and thus has more [MASK], park furniture or rustic furniture
","expensive, decorative, comfortable, ornate, modern"
14416,"Which is wider, and thus has more [MASK], park furniture or Sankheda furniture
","furniture, expensive, luxurious, decorative, decoration"
14417,"Which is wider, and thus has more [MASK], park furniture or school furniture
","furniture, expensive, seating, decorative, decoration"
14418,"Which is wider, and thus has more [MASK], park furniture or secretary desk
","furniture, seating, room, chairs, seats"
14419,"Which is wider, and thus has more [MASK], park furniture or sex furniture
","furniture, seating, expensive, comfortable, decoration"
14420,"Which is wider, and thus has more [MASK], park furniture or Shanghai-style furniture
","expensive, decorative, ornate, modern, luxurious"
14421,"Which is wider, and thus has more [MASK], park furniture or shop furniture
","furniture, expensive, shops, seating, amenities"
14422,"Which is wider, and thus has more [MASK], park furniture or shop shelve
","expensive, shops, furniture, amenities, seating"
14423,"Which is wider, and thus has more [MASK], park furniture or Side Chair
","seating, furniture, amenities, expensive, decorative"
14424,"Which is wider, and thus has more [MASK], park furniture or Snuff Tablet
","furniture, seating, expensive, decorative, comfortable"
14425,"Which is wider, and thus has more [MASK], park furniture or Spindle-back armchair
","comfortable, seating, expensive, furniture, spacious"
14426,"Which is wider, and thus has more [MASK], park furniture or Spoon racks
","expensive, comfortable, furniture, seating, spacious"
14427,"Which is wider, and thus has more [MASK], park furniture or Standing aid
","seating, furniture, amenities, seats, lawn"
14428,"Which is wider, and thus has more [MASK], park furniture or street furniture
","furniture, expensive, seating, decoration, decorative"
14429,"Which is wider, and thus has more [MASK], park furniture or support furniture
","seating, furniture, room, space, comfortable"
14430,"Which is wider, and thus has more [MASK], park furniture or Suzhou-style furniture
","expensive, luxurious, ornate, decorative, modern"
14431,"Which is wider, and thus has more [MASK], park furniture or Table Desk
","furniture, seating, expensive, amenities, comfortable"
14432,"Which is wider, and thus has more [MASK], park furniture or table toilet
","seating, furniture, toilets, seats, chairs"
14433,"Which is wider, and thus has more [MASK], park furniture or Tall-case Clock
","expensive, decorative, comfortable, ornate, lightweight"
14434,"Which is wider, and thus has more [MASK], park furniture or Tall Clock
","furniture, seating, expensive, amenities, decoration"
14435,"Which is wider, and thus has more [MASK], park furniture or Tambour Desk
","expensive, furniture, amenities, seating, spacious"
14436,"Which is wider, and thus has more [MASK], park furniture or Tea Table
","furniture, seating, expensive, amenities, decorative"
14437,"Which is wider, and thus has more [MASK], park furniture or teacher's desk
","furniture, seating, classrooms, room, comfortable"
14438,"Which is wider, and thus has more [MASK], park furniture or tool board
","furniture, seating, space, seats, room"
14439,"Which is wider, and thus has more [MASK], park furniture or towel rack
","furniture, seating, room, comfortable, seats"
14440,"Which is wider, and thus has more [MASK], park furniture or Tripod Brazier
","expensive, furniture, luxurious, comfortable, seating"
14441,"Which is wider, and thus has more [MASK], park furniture or Ulm stool
","furniture, seating, expensive, decoration, decorative"
14442,"Which is wider, and thus has more [MASK], park furniture or umbrella holder
","seating, furniture, seats, lawn, space"
14443,"Which is wider, and thus has more [MASK], park furniture or UP series
","furniture, expensive, seating, decorative, amenities"
14444,"Which is wider, and thus has more [MASK], park furniture or Wall Bracket
","furniture, seating, expensive, amenities, decoration"
14445,"Which is wider, and thus has more [MASK], park furniture or Wall Clock
","furniture, seating, amenities, expensive, decoration"
14446,"Which is wider, and thus has more [MASK], park furniture or wall rack
","furniture, seating, expensive, space, room"
14447,"Which is wider, and thus has more [MASK], park furniture or Waterfall furniture
","expensive, furniture, seating, decorative, lawn"
14448,"Which is wider, and thus has more [MASK], park furniture or Wooden Casket
","furniture, expensive, seating, elaborate, comfortable"
14449,"Which is wider, and thus has more [MASK], park furniture or Work Table
","furniture, seating, amenities, expensive, decoration"
14450,"Which is wider, and thus has more [MASK], park furniture or worship furniture
","seating, furniture, expensive, decorative, ornate"
14451,"Which is wider, and thus has more [MASK], park furniture or Writing table
","seating, furniture, comfortable, room, amenities"
14452,"Which is wider, and thus has more [MASK], park furniture or Yokeback Armchair
","seating, comfortable, expensive, furniture, luxurious"
14453,"Which is wider, and thus has more [MASK], patent furniture or Room Divider
","expensive, convenient, efficient, furniture, practical"
14454,"Which is wider, and thus has more [MASK], patent furniture or Wisteria Lamp
","expensive, furniture, luxurious, convenient, comfortable"
14455,"Which is wider, and thus has more [MASK], patent furniture or Dressing Cabinet
","expensive, practical, furniture, convenient, flexibility"
14456,"Which is wider, and thus has more [MASK], patent furniture or Abbot's Stall
","expensive, furniture, ornate, common, convenient"
14457,"Which is wider, and thus has more [MASK], patent furniture or Abbotsford style
","expensive, elaborate, ornate, decorative, modern"
14458,"Which is wider, and thus has more [MASK], patent furniture or ancient furniture
","expensive, furniture, common, modern, ornate"
14459,"Which is wider, and thus has more [MASK], patent furniture or Animal furniture
","expensive, common, practical, efficient, flexible"
14460,"Which is wider, and thus has more [MASK], patent furniture or antique furniture
","expensive, common, modern, furniture, luxurious"
14461,"Which is wider, and thus has more [MASK], patent furniture or Arca Bau
","expensive, furniture, luxurious, affordable, modern"
14462,"Which is wider, and thus has more [MASK], patent furniture or Arca Canastra
","expensive, furniture, luxurious, spacious, modern"
14463,"Which is wider, and thus has more [MASK], patent furniture or architectural furniture
","expensive, furniture, practical, common, decorative"
14464,"Which is wider, and thus has more [MASK], patent furniture or Armário Armário-Estante
","expensive, furniture, luxurious, modern, spacious"
14465,"Which is wider, and thus has more [MASK], patent furniture or Armário Guarda-Comida
","expensive, furniture, luxurious, spacious, modern"
14466,"Which is wider, and thus has more [MASK], patent furniture or Armário Guarda-Louça
","expensive, furniture, luxurious, spacious, modern"
14467,"Which is wider, and thus has more [MASK], patent furniture or Armário Guarda-Roupa
","expensive, furniture, luxurious, spacious, modern"
14468,"Which is wider, and thus has more [MASK], patent furniture or Armário Vitrina-Armário
","expensive, luxurious, furniture, spacious, modern"
14469,"Which is wider, and thus has more [MASK], patent furniture or Armário Vitrine
","expensive, luxurious, furniture, accessories, common"
14470,"Which is wider, and thus has more [MASK], patent furniture or Armário: Guarda-Roupa
","expensive, luxurious, furniture, modern, common"
14471,"Which is wider, and thus has more [MASK], patent furniture or Baby furniture
","expensive, common, practical, efficient, flexible"
14472,"Which is wider, and thus has more [MASK], patent furniture or Bed tables
","expensive, furniture, convenient, comfortable, practical"
14473,"Which is wider, and thus has more [MASK], patent furniture or beer tap
","expensive, furniture, convenient, practical, luxurious"
14474,"Which is wider, and thus has more [MASK], patent furniture or Beijing-style furniture
","expensive, modern, luxurious, decorative, common"
14475,"Which is wider, and thus has more [MASK], patent furniture or book chest
","expensive, furniture, comfortable, convenient, practical"
14476,"Which is wider, and thus has more [MASK], patent furniture or Bureau table
","expensive, furniture, convenient, space, room"
14477,"Which is wider, and thus has more [MASK], patent furniture or campaign furniture
","expensive, common, practical, efficient, affordable"
14478,"Which is wider, and thus has more [MASK], patent furniture or Candle Bracket
","expensive, convenient, practical, common, efficient"
14479,"Which is wider, and thus has more [MASK], patent furniture or Candle Stand
","expensive, convenient, flexible, practical, efficient"
14480,"Which is wider, and thus has more [MASK], patent furniture or Card table
","expensive, furniture, convenient, practical, comfortable"
14481,"Which is wider, and thus has more [MASK], patent furniture or Center Table
","expensive, practical, furniture, efficient, convenient"
14482,"Which is wider, and thus has more [MASK], patent furniture or chair back
","comfortable, expensive, furniture, flexible, lightweight"
14483,"Which is wider, and thus has more [MASK], patent furniture or chaise longue
","expensive, luxurious, furniture, comfortable, elaborate"
14484,"Which is wider, and thus has more [MASK], patent furniture or cheval glass
","expensive, decorative, elaborate, ornate, luxurious"
14485,"Which is wider, and thus has more [MASK], patent furniture or choir screen
","expensive, spacious, comfortable, ornate, decorative"
14486,"Which is wider, and thus has more [MASK], patent furniture or church shelf
","expensive, furniture, elaborate, practical, common"
14487,"Which is wider, and thus has more [MASK], patent furniture or Clothes valet
","expensive, luxurious, comfortable, spacious, convenient"
14488,"Which is wider, and thus has more [MASK], patent furniture or Cofre Portátil
","expensive, furniture, luxurious, efficient, practical"
14489,"Which is wider, and thus has more [MASK], patent furniture or Coin cabinet
","expensive, common, flexible, convenient, efficient"
14490,"Which is wider, and thus has more [MASK], patent furniture or Console Table
","expensive, furniture, convenient, efficient, practical"
14491,"Which is wider, and thus has more [MASK], patent furniture or Corner Cabinet
","expensive, furniture, practical, convenient, common"
14492,"Which is wider, and thus has more [MASK], patent furniture or Corner Cabinet
","expensive, furniture, practical, convenient, common"
14493,"Which is wider, and thus has more [MASK], patent furniture or Corner chair
","expensive, comfortable, furniture, flexible, luxurious"
14494,"Which is wider, and thus has more [MASK], patent furniture or Coromandel lacquer
","expensive, decorative, elaborate, luxurious, furniture"
14495,"Which is wider, and thus has more [MASK], patent furniture or cue stand
","expensive, furniture, convenient, practical, flexible"
14496,"Which is wider, and thus has more [MASK], patent furniture or Curule Chair
","expensive, furniture, convenient, practical, efficient"
14497,"Which is wider, and thus has more [MASK], patent furniture or cylinder desk
","expensive, compact, comfortable, practical, convenient"
14498,"Which is wider, and thus has more [MASK], patent furniture or day bed
","comfortable, expensive, furniture, room, luxurious"
14499,"Which is wider, and thus has more [MASK], patent furniture or dresser-litter bin
","expensive, furniture, convenient, practical, efficient"
14500,"Which is wider, and thus has more [MASK], patent furniture or Drop-front desk
","expensive, comfortable, spacious, luxurious, modern"
14501,"Which is wider, and thus has more [MASK], patent furniture or Drop-front secretary
","expensive, decorative, flexible, lightweight, comfortable"
14502,"Which is wider, and thus has more [MASK], patent furniture or Easy Chair
","expensive, practical, furniture, convenient, efficient"
14503,"Which is wider, and thus has more [MASK], patent furniture or entertainment center
","expensive, furniture, rooms, spacious, room"
14504,"Which is wider, and thus has more [MASK], patent furniture or Escrivaninha Cômoda-Escrivaninha
","expensive, furniture, luxurious, spacious, affordable"
14505,"Which is wider, and thus has more [MASK], patent furniture or Escrivaninha Portátil
","expensive, furniture, luxurious, spacious, modern"
14506,"Which is wider, and thus has more [MASK], patent furniture or Estante Infantil
","expensive, furniture, luxurious, convenient, practical"
14507,"Which is wider, and thus has more [MASK], patent furniture or Fall-front Secretary
","expensive, decorative, flexible, lightweight, compact"
14508,"Which is wider, and thus has more [MASK], patent furniture or Flower Stand
","expensive, practical, convenient, efficient, furniture"
14509,"Which is wider, and thus has more [MASK], patent furniture or folding stool
","expensive, flexible, comfortable, convenient, lightweight"
14510,"Which is wider, and thus has more [MASK], patent furniture or foot shelf
","expensive, furniture, comfortable, space, flexible"
14511,"Which is wider, and thus has more [MASK], patent furniture or four-poster bed
","comfortable, expensive, spacious, luxurious, furniture"
14512,"Which is wider, and thus has more [MASK], patent furniture or furniture component
","expensive, practical, common, furniture, convenient"
14513,"Which is wider, and thus has more [MASK], patent furniture or Gallery Structure
","expensive, practical, convenient, common, efficient"
14514,"Which is wider, and thus has more [MASK], patent furniture or Gaming Table
","expensive, furniture, practical, convenient, efficient"
14515,"Which is wider, and thus has more [MASK], patent furniture or garden furniture
","expensive, practical, common, furniture, decorative"
14516,"Which is wider, and thus has more [MASK], patent furniture or giant furniture
","expensive, furniture, efficient, common, modern"
14517,"Which is wider, and thus has more [MASK], patent furniture or Guangzhou-style furniture
","expensive, modern, luxurious, decorative, common"
14518,"Which is wider, and thus has more [MASK], patent furniture or hanger floor
","expensive, comfortable, flexible, luxurious, lightweight"
14519,"Which is wider, and thus has more [MASK], patent furniture or home apothecary
","expensive, practical, efficient, convenient, common"
14520,"Which is wider, and thus has more [MASK], patent furniture or keeps food
","expensive, furniture, efficient, comfortable, convenient"
14521,"Which is wider, and thus has more [MASK], patent furniture or kitchen sink
","expensive, efficient, comfortable, modern, convenient"
14522,"Which is wider, and thus has more [MASK], patent furniture or knickknacks shelf
","expensive, comfortable, furniture, convenient, luxurious"
14523,"Which is wider, and thus has more [MASK], patent furniture or lacquered furniture
","expensive, decorative, common, flexible, ornate"
14524,"Which is wider, and thus has more [MASK], patent furniture or Lazy Susan
","expensive, comfortable, luxurious, convenient, furniture"
14525,"Which is wider, and thus has more [MASK], patent furniture or leather furniture
","expensive, furniture, luxurious, common, comfortable"
14526,"Which is wider, and thus has more [MASK], patent furniture or library steps
","expensive, furniture, practical, modern, convenient"
14527,"Which is wider, and thus has more [MASK], patent furniture or Library Table
","expensive, practical, furniture, convenient, common"
14528,"Which is wider, and thus has more [MASK], patent furniture or Linen Press
","expensive, common, convenient, efficient, practical"
14529,"Which is wider, and thus has more [MASK], patent furniture or litter box
","expensive, furniture, convenient, comfortable, efficient"
14530,"Which is wider, and thus has more [MASK], patent furniture or liturgical furniture
","expensive, common, practical, decorative, flexible"
14531,"Which is wider, and thus has more [MASK], patent furniture or low cabinet
","expensive, comfortable, lightweight, flexible, compact"
14532,"Which is wider, and thus has more [MASK], patent furniture or Macquarie Chest
","expensive, furniture, luxurious, convenient, practical"
