,Masked Sentence,Prediction
5716,"Which is wider, and thus has more [MASK], Dossel or hutch
","holes, branches, edges, spaces, openings"
5717,"Which is wider, and thus has more [MASK], Dossel or icebox
","flexibility, holes, space, layers, water"
5718,"Which is wider, and thus has more [MASK], Dossel or Kari
","edges, squares, curves, dimensions, vertices"
5719,"Which is wider, and thus has more [MASK], Dossel or kast
","edges, dimensions, squares, spaces, curves"
5720,"Which is wider, and thus has more [MASK], Dossel or Lamp
","edges, symmetry, dimensions, vertices, squares"
5721,"Which is wider, and thus has more [MASK], Dossel or lamp
","holes, edges, aperture, light, diameter"
5722,"Which is wider, and thus has more [MASK], Dossel or lectern
","seats, spaces, windows, columns, space"
5723,"Which is wider, and thus has more [MASK], Dossel or Leito
","edges, curves, dimensions, squares, vertices"
5724,"Which is wider, and thus has more [MASK], Dossel or Loveseat
","edges, layers, depth, branches, pronounced"
5725,"Which is wider, and thus has more [MASK], Dossel or Maçaneta
","curves, edges, branches, dimensions, depth"
5726,"Which is wider, and thus has more [MASK], Dossel or Mantel
","dimensions, edges, squares, curves, spaces"
5727,"Which is wider, and thus has more [MASK], Dossel or medalist
","edges, curves, squares, symmetry, vertices"
5728,"Which is wider, and thus has more [MASK], Dossel or Mesa
","edges, symmetry, vertices, dimensions, curves"
5729,"Which is wider, and thus has more [MASK], Dossel or mirror
","symmetry, edges, mirrors, angles, aperture"
5730,"Which is wider, and thus has more [MASK], Dossel or office
","rooms, space, spaces, room, seats"
5731,"Which is wider, and thus has more [MASK], Dossel or Oonjal
","squares, edges, curves, inhabitants, pronounced"
5732,"Which is wider, and thus has more [MASK], Dossel or Pedestal
","rounded, squares, edges, curves, angles"
5733,"Which is wider, and thus has more [MASK], Dossel or Pinos
","edges, dimensions, squares, vertices, curves"
5734,"Which is wider, and thus has more [MASK], Dossel or playpen
","flexibility, edges, spaces, squares, dimensions"
5735,"Which is wider, and thus has more [MASK], Dossel or Prendedores
","edges, vertices, squares, layers, nodes"
5736,"Which is wider, and thus has more [MASK], Dossel or psyche
","depth, flexibility, complexity, dimensions, personality"
5737,"Which is wider, and thus has more [MASK], Dossel or radiogram
","wavelength, dots, aperture, light, bandwidth"
5738,"Which is wider, and thus has more [MASK], Dossel or Rahle
","dimensions, edges, squares, symmetry, curves"
5739,"Which is wider, and thus has more [MASK], Dossel or Screen
","edges, symmetry, curves, dimensions, vertices"
5740,"Which is wider, and thus has more [MASK], Dossel or Screen
","edges, symmetry, curves, dimensions, vertices"
5741,"Which is wider, and thus has more [MASK], Dossel or seat
","seats, space, spaces, flexibility, room"
5742,"Which is wider, and thus has more [MASK], Dossel or Seating
","flexibility, edges, symmetry, curves, squares"
5743,"Which is wider, and thus has more [MASK], Dossel or Secretary
","edges, vertices, curves, symmetry, squares"
5744,"Which is wider, and thus has more [MASK], Dossel or Secretary-bookcase
","rounded, compact, flexible, pages, squares"
5745,"Which is wider, and thus has more [MASK], Dossel or Settee
","edges, curves, symmetry, squares, dimensions"
5746,"Which is wider, and thus has more [MASK], Dossel or shelf
","edges, depth, space, rounded, flexibility"
5747,"Which is wider, and thus has more [MASK], Dossel or Sideboard
","flexibility, edges, holes, rounded, depth"
5748,"Which is wider, and thus has more [MASK], Dossel or Sofa
","edges, symmetry, dimensions, curves, squares"
5749,"Which is wider, and thus has more [MASK], Dossel or spalliera
","curves, edges, squares, horns, branches"
5750,"Which is wider, and thus has more [MASK], Dossel or stand
","edges, curves, spaces, dimensions, squares"
5751,"Which is wider, and thus has more [MASK], Dossel or Stool
","edges, vertices, symmetry, dimensions, nodes"
5752,"Which is wider, and thus has more [MASK], Dossel or Tủ
","edges, symmetry, squares, vertices, curves"
5753,"Which is wider, and thus has more [MASK], Dossel or Tête-à-tête
","pronounced, curves, edges, twists, subdivisions"
5754,"Which is wider, and thus has more [MASK], Dossel or table
","edges, squares, dimensions, spaces, curves"
5755,"Which is wider, and thus has more [MASK], Dossel or Tapchan
","edges, squares, dimensions, vertices, curves"
5756,"Which is wider, and thus has more [MASK], Dossel or Trapeza
","curves, edges, squares, layers, flexibility"
5757,"Which is wider, and thus has more [MASK], Dossel or tripod
","edges, holes, curves, squares, vertices"
5758,"Which is wider, and thus has more [MASK], Dossel or Vitrina
","dimensions, symmetry, edges, curves, flexibility"
5759,"Which is wider, and thus has more [MASK], Dossel or vitrine
","flexibility, soluble, salts, zinc, proteins"
5760,"Which is wider, and thus has more [MASK], Dossel or Voyeuse
","curves, edges, dimensions, squares, vertices"
5761,"Which is wider, and thus has more [MASK], Dossel or Wardrobe
","symmetry, edges, vertices, squares, curves"
5762,"Which is wider, and thus has more [MASK], Dossel or washstand
","holes, edges, layers, spaces, space"
5763,"Which is wider, and thus has more [MASK], Dressers or Étagère
","curves, subdivisions, squares, bends, holes"
5764,"Which is wider, and thus has more [MASK], Dressers or accoudoir
","seats, curves, holes, spaces, rooms"
5765,"Which is wider, and thus has more [MASK], Dressers or Andiron
","curves, branches, holes, dimensions, bays"
5766,"Which is wider, and thus has more [MASK], Dressers or Arca
","curves, seats, branches, bays, holes"
5767,"Which is wider, and thus has more [MASK], Dressers or arcaz
","curves, holes, edges, bends, branches"
5768,"Which is wider, and thus has more [MASK], Dressers or Argolas
","bays, branches, curves, rooms, squares"
5769,"Which is wider, and thus has more [MASK], Dressers or Armário
","seats, bays, shops, rooms, spaces"
5770,"Which is wider, and thus has more [MASK], Dressers or Armchair
","seats, lifts, curves, seating, spaces"
5771,"Which is wider, and thus has more [MASK], Dressers or armrest
","arms, legs, sleeves, claws, hooks"
5772,"Which is wider, and thus has more [MASK], Dressers or Athénienne
","inhabitants, subdivisions, variations, curves, branches"
5773,"Which is wider, and thus has more [MASK], Dressers or Baú
","curves, holes, bays, seats, bends"
5774,"Which is wider, and thus has more [MASK], Dressers or bank
","shops, branches, stores, rooms, seats"
5775,"Which is wider, and thus has more [MASK], Dressers or bed
","beds, rooms, seats, windows, bays"
5776,"Which is wider, and thus has more [MASK], Dressers or bier
","curves, bends, holes, edges, spaces"
5777,"Which is wider, and thus has more [MASK], Dressers or binder
","handles, holes, layers, edges, hooks"
5778,"Which is wider, and thus has more [MASK], Dressers or bonnetière
","curves, skirts, arches, sleeves, windows"
5779,"Which is wider, and thus has more [MASK], Dressers or Bookcase
","curves, holes, spaces, handles, squares"
5780,"Which is wider, and thus has more [MASK], Dressers or Cômoda
","curves, branches, bays, holes, seats"
5781,"Which is wider, and thus has more [MASK], Dressers or Cômoda-Lavatório
","branches, shops, seats, bays, subdivisions"
5782,"Which is wider, and thus has more [MASK], Dressers or Cabide
","holes, tubes, seats, curves, layers"
5783,"Which is wider, and thus has more [MASK], Dressers or Cabinet
","curves, holes, seats, spaces, bays"
5784,"Which is wider, and thus has more [MASK], Dressers or cabinet-library
","rooms, classrooms, cabinets, drawers, shops"
5785,"Which is wider, and thus has more [MASK], Dressers or cabinetry
","shops, rooms, furniture, cabinets, windows"
5786,"Which is wider, and thus has more [MASK], Dressers or Cabinet-vitrine
","rings, proteins, salts, flexibility, fibers"
5787,"Which is wider, and thus has more [MASK], Dressers or Cama
","curves, seats, branches, bays, holes"
5788,"Which is wider, and thus has more [MASK], Dressers or Candelabrum
","branches, holes, horns, squares, curves"
5789,"Which is wider, and thus has more [MASK], Dressers or Candlestick
","holes, seats, curves, handles, windows"
5790,"Which is wider, and thus has more [MASK], Dressers or Candlesticks
","handles, holes, seats, rings, windows"
5791,"Which is wider, and thus has more [MASK], Dressers or caning
","seats, holes, bends, curves, lifts"
5792,"Which is wider, and thus has more [MASK], Dressers or canterbury
","seats, shops, branches, rooms, bays"
5793,"Which is wider, and thus has more [MASK], Dressers or Casket
","seats, holes, sails, bays, curves"
5794,"Which is wider, and thus has more [MASK], Dressers or Cellarette
","rooms, shops, seats, restaurants, seating"
5795,"Which is wider, and thus has more [MASK], Dressers or chair
","seats, chairs, seating, lifts, doors"
5796,"Which is wider, and thus has more [MASK], Dressers or chest
","holes, sleeves, sides, arches, curves"
5797,"Which is wider, and thus has more [MASK], Dressers or chesterfield
","seats, bays, holes, houses, rooms"
5798,"Which is wider, and thus has more [MASK], Dressers or Chest-on-Chest
","curves, branches, bends, holes, bays"
5799,"Which is wider, and thus has more [MASK], Dressers or chifforobe
","curves, holes, seats, branches, bays"
5800,"Which is wider, and thus has more [MASK], Dressers or chigaidana
","curves, branches, holes, horns, fins"
5801,"Which is wider, and thus has more [MASK], Dressers or Clock
","curves, holes, seats, bends, spaces"
5802,"Which is wider, and thus has more [MASK], Dressers or closet
","rooms, spaces, doors, bays, seats"
5803,"Which is wider, and thus has more [MASK], Dressers or closet-showcase
","rooms, doors, drawers, windows, spaces"
5804,"Which is wider, and thus has more [MASK], Dressers or coffin
","seats, curves, holes, doors, windows"
5805,"Which is wider, and thus has more [MASK], Dressers or Cofre
","holes, seats, bays, spaces, curves"
5806,"Which is wider, and thus has more [MASK], Dressers or Commode
","holes, curves, tubes, bends, cylinders"
5807,"Which is wider, and thus has more [MASK], Dressers or conversadeira
","branches, subdivisions, seats, speakers, clubs"
5808,"Which is wider, and thus has more [MASK], Dressers or couch
","seats, spaces, curves, holes, bays"
5809,"Which is wider, and thus has more [MASK], Dressers or counter
","curves, edges, holes, handles, spaces"
5810,"Which is wider, and thus has more [MASK], Dressers or countertop
","squares, holes, curves, bars, corners"
5811,"Which is wider, and thus has more [MASK], Dressers or Cupboard
","seats, decks, fins, holes, sails"
5812,"Which is wider, and thus has more [MASK], Dressers or desk
","seats, windows, spaces, doors, curves"
5813,"Which is wider, and thus has more [MASK], Dressers or Dossel
","curves, bends, squares, spaces, holes"
5814,"Which is wider, and thus has more [MASK], Dressers or duchess
","seats, servants, sisters, rooms, ladies"
5815,"Which is wider, and thus has more [MASK], Dressers or Enzi
","curves, seats, holes, spaces, bends"
5816,"Which is wider, and thus has more [MASK], Dressers or Escrivaninha
","seats, curves, branches, bays, shops"
5817,"Which is wider, and thus has more [MASK], Dressers or Estalo
","bays, curves, seats, spaces, holes"
5818,"Which is wider, and thus has more [MASK], Dressers or Estante
","curves, branches, bends, dimensions, bays"
5819,"Which is wider, and thus has more [MASK], Dressers or Estrado
","bays, seats, curves, spaces, branches"
5820,"Which is wider, and thus has more [MASK], Dressers or Faux-palier
","curves, squares, subdivisions, bends, branches"
5821,"Which is wider, and thus has more [MASK], Dressers or footstool
","seats, windows, holes, stairs, doors"
5822,"Which is wider, and thus has more [MASK], Dressers or Four
","curves, holes, bends, seats, spaces"
5823,"Which is wider, and thus has more [MASK], Dressers or futon
","seats, holes, spaces, windows, bays"
5824,"Which is wider, and thus has more [MASK], Dressers or haberdasher
","holes, curves, branches, seats, bends"
5825,"Which is wider, and thus has more [MASK], Dressers or hanger
","seats, windows, doors, spaces, lifts"
5826,"Which is wider, and thus has more [MASK], Dressers or Hatstand
","seats, bays, curves, holes, spaces"
5827,"Which is wider, and thus has more [MASK], Dressers or headrest
","sleeves, fins, seats, hooks, legs"
5828,"Which is wider, and thus has more [MASK], Dressers or Highboy
","seats, bays, curves, shops, windows"
5829,"Which is wider, and thus has more [MASK], Dressers or hutch
","rooms, holes, beds, houses, windows"
5830,"Which is wider, and thus has more [MASK], Dressers or icebox
","seats, bars, holes, windows, rooms"
5831,"Which is wider, and thus has more [MASK], Dressers or Kari
","curves, seats, branches, bays, holes"
5832,"Which is wider, and thus has more [MASK], Dressers or kast
","seats, curves, holes, speakers, variations"
5833,"Which is wider, and thus has more [MASK], Dressers or Lamp
","curves, holes, bends, spaces, seats"
5834,"Which is wider, and thus has more [MASK], Dressers or lamp
","holes, windows, tubes, lights, sails"
5835,"Which is wider, and thus has more [MASK], Dressers or lectern
","seats, windows, classrooms, seating, benches"
5836,"Which is wider, and thus has more [MASK], Dressers or Leito
","curves, seats, bays, bends, spaces"
5837,"Which is wider, and thus has more [MASK], Dressers or Loveseat
","holes, curves, bays, bends, branches"
5838,"Which is wider, and thus has more [MASK], Dressers or Maçaneta
","curves, branches, seats, bays, holes"
5839,"Which is wider, and thus has more [MASK], Dressers or Mantel
","rooms, shops, seats, spaces, speakers"
5840,"Which is wider, and thus has more [MASK], Dressers or medalist
","curves, holes, seats, spaces, bays"
5841,"Which is wider, and thus has more [MASK], Dressers or Mesa
","curves, holes, seats, bends, spaces"
5842,"Which is wider, and thus has more [MASK], Dressers or mirror
","lenses, windows, mirrors, curves, holes"
5843,"Which is wider, and thus has more [MASK], Dressers or office
","shops, rooms, offices, seats, departments"
5844,"Which is wider, and thus has more [MASK], Dressers or Oonjal
","inhabitants, bays, branches, curves, subdivisions"
5845,"Which is wider, and thus has more [MASK], Dressers or Pedestal
","curves, arches, holes, seats, squares"
5846,"Which is wider, and thus has more [MASK], Dressers or Pinos
","curves, bays, branches, holes, seats"
5847,"Which is wider, and thus has more [MASK], Dressers or playpen
","seats, spaces, players, holes, rooms"
5848,"Which is wider, and thus has more [MASK], Dressers or Prendedores
","curves, holes, branches, spaces, seats"
5849,"Which is wider, and thus has more [MASK], Dressers or psyche
","flexibility, pupils, depth, complications, layers"
5850,"Which is wider, and thus has more [MASK], Dressers or radiogram
","lenses, tubes, sensors, filters, channels"
5851,"Which is wider, and thus has more [MASK], Dressers or Rahle
","inhabitants, subdivisions, branches, tributaries, curves"
5852,"Which is wider, and thus has more [MASK], Dressers or Screen
","curves, holes, seats, spaces, bays"
5853,"Which is wider, and thus has more [MASK], Dressers or Screen
","curves, holes, seats, spaces, bays"
5854,"Which is wider, and thus has more [MASK], Dressers or seat
","seats, seating, spaces, rooms, doors"
5855,"Which is wider, and thus has more [MASK], Dressers or Seating
","curves, holes, bends, seats, spaces"
5856,"Which is wider, and thus has more [MASK], Dressers or Secretary
","curves, holes, seats, spaces, bends"
5857,"Which is wider, and thus has more [MASK], Dressers or Secretary-bookcase
","pages, shelves, readers, books, drawers"
5858,"Which is wider, and thus has more [MASK], Dressers or Settee
","seats, curves, spaces, bays, branches"
5859,"Which is wider, and thus has more [MASK], Dressers or shelf
","spaces, holes, bays, curves, shelves"
5860,"Which is wider, and thus has more [MASK], Dressers or Sideboard
","seats, fins, decks, holes, bays"
5861,"Which is wider, and thus has more [MASK], Dressers or Sofa
","curves, seats, bays, holes, spaces"
5862,"Which is wider, and thus has more [MASK], Dressers or spalliera
","curves, bays, bends, holes, branches"
5863,"Which is wider, and thus has more [MASK], Dressers or stand
","seats, curves, spaces, holes, lifts"
5864,"Which is wider, and thus has more [MASK], Dressers or Stool
","curves, holes, bends, branches, edges"
5865,"Which is wider, and thus has more [MASK], Dressers or Tủ
","curves, holes, bends, seats, spaces"
5866,"Which is wider, and thus has more [MASK], Dressers or Tête-à-tête
","curves, bays, subdivisions, branches, bends"
5867,"Which is wider, and thus has more [MASK], Dressers or table
","seats, holes, curves, spaces, squares"
5868,"Which is wider, and thus has more [MASK], Dressers or Tapchan
","curves, branches, holes, bends, bays"
5869,"Which is wider, and thus has more [MASK], Dressers or Trapeza
","curves, holes, seats, arches, bays"
5870,"Which is wider, and thus has more [MASK], Dressers or tripod
","holes, seats, arches, curves, cylinders"
5871,"Which is wider, and thus has more [MASK], Dressers or Vitrina
","curves, holes, layers, branches, seats"
5872,"Which is wider, and thus has more [MASK], Dressers or vitrine
","proteins, salts, fibers, layers, rings"
5873,"Which is wider, and thus has more [MASK], Dressers or Voyeuse
","curves, branches, inhabitants, bays, subdivisions"
5874,"Which is wider, and thus has more [MASK], Dressers or Wardrobe
","curves, bends, holes, seats, bays"
5875,"Which is wider, and thus has more [MASK], Dressers or washstand
","toilets, sinks, rooms, windows, beds"
5876,"Which is wider, and thus has more [MASK], duchess or Étagère
","consort, titles, sisters, seats, supporters"
5877,"Which is wider, and thus has more [MASK], duchess or accoudoir
","consort, titles, nobility, dignity, seats"
5878,"Which is wider, and thus has more [MASK], duchess or Andiron
","consort, titles, seats, sisters, siblings"
5879,"Which is wider, and thus has more [MASK], duchess or Arca
","consort, titles, sisters, seats, siblings"
5880,"Which is wider, and thus has more [MASK], duchess or arcaz
","titles, consort, seats, sisters, nobility"
5881,"Which is wider, and thus has more [MASK], duchess or Argolas
","consort, titles, sisters, siblings, seats"
5882,"Which is wider, and thus has more [MASK], duchess or Armário
","consort, titles, sisters, siblings, seats"
5883,"Which is wider, and thus has more [MASK], duchess or Armchair
","consort, titles, seats, sisters, supporters"
5884,"Which is wider, and thus has more [MASK], duchess or armrest
","arms, wings, armour, sleeves, hair"
5885,"Which is wider, and thus has more [MASK], duchess or Athénienne
","titles, consort, sisters, seats, prestige"
5886,"Which is wider, and thus has more [MASK], duchess or Baú
","titles, consort, sisters, siblings, nobility"
5887,"Which is wider, and thus has more [MASK], duchess or bank
","seats, titles, consort, rooms, branches"
5888,"Which is wider, and thus has more [MASK], duchess or bed
","consort, rooms, room, seats, servants"
5889,"Which is wider, and thus has more [MASK], duchess or bier
","seats, titles, consort, variations, balls"
5890,"Which is wider, and thus has more [MASK], duchess or binder
","ribbon, handles, consort, sleeves, locks"
5891,"Which is wider, and thus has more [MASK], duchess or bonnetière
","skirts, sleeves, hair, skirt, armour"
5892,"Which is wider, and thus has more [MASK], duchess or Bookcase
","consort, titles, seats, nobility, sisters"
5893,"Which is wider, and thus has more [MASK], duchess or Cômoda
","consort, titles, sisters, seats, siblings"
5894,"Which is wider, and thus has more [MASK], duchess or Cômoda-Lavatório
","consort, titles, sisters, seats, siblings"
5895,"Which is wider, and thus has more [MASK], duchess or Cabide
","consort, seats, titles, sisters, rooms"
5896,"Which is wider, and thus has more [MASK], duchess or Cabinet
","consort, titles, nobility, sisters, siblings"
5897,"Which is wider, and thus has more [MASK], duchess or cabinet-library
","rooms, bedrooms, libraries, furniture, library"
5898,"Which is wider, and thus has more [MASK], duchess or cabinetry
","rooms, furniture, servants, ministers, bedrooms"
5899,"Which is wider, and thus has more [MASK], duchess or Cabinet-vitrine
","consort, sisters, feminine, titles, nobility"
5900,"Which is wider, and thus has more [MASK], duchess or Cama
","consort, titles, seats, sisters, siblings"
5901,"Which is wider, and thus has more [MASK], duchess or Candelabrum
","seats, consort, supporters, sisters, titles"
5902,"Which is wider, and thus has more [MASK], duchess or Candlestick
","seats, sisters, rooms, seating, consort"
5903,"Which is wider, and thus has more [MASK], duchess or Candlesticks
","seats, bells, bows, jewels, ornaments"
5904,"Which is wider, and thus has more [MASK], duchess or caning
","consort, titles, seats, nobility, knights"
5905,"Which is wider, and thus has more [MASK], duchess or canterbury
","seats, titles, consort, sisters, supporters"
5906,"Which is wider, and thus has more [MASK], duchess or Casket
","consort, titles, seats, sisters, siblings"
5907,"Which is wider, and thus has more [MASK], duchess or Cellarette
","seats, consort, titles, rooms, sisters"
5908,"Which is wider, and thus has more [MASK], duchess or chair
","seats, consort, chairs, titles, rooms"
5909,"Which is wider, and thus has more [MASK], duchess or chest
","consort, arms, seats, armour, wings"
5910,"Which is wider, and thus has more [MASK], duchess or chesterfield
","seats, consort, titles, sisters, supporters"
5911,"Which is wider, and thus has more [MASK], duchess or Chest-on-Chest
","consort, titles, seats, title, than"
5912,"Which is wider, and thus has more [MASK], duchess or chifforobe
","seats, sisters, consort, titles, hair"
5913,"Which is wider, and thus has more [MASK], duchess or chigaidana
","consort, titles, seats, sisters, nobility"
5914,"Which is wider, and thus has more [MASK], duchess or Clock
","consort, titles, sisters, nobility, siblings"
5915,"Which is wider, and thus has more [MASK], duchess or closet
","consort, titles, nobility, servants, sisters"
5916,"Which is wider, and thus has more [MASK], duchess or closet-showcase
","consort, rooms, titles, ladies, servants"
5917,"Which is wider, and thus has more [MASK], duchess or coffin
","consort, titles, seats, sisters, nobility"
5918,"Which is wider, and thus has more [MASK], duchess or Cofre
","titles, consort, sisters, seats, supporters"
5919,"Which is wider, and thus has more [MASK], duchess or Commode
","consort, seats, sisters, titles, siblings"
5920,"Which is wider, and thus has more [MASK], duchess or conversadeira
","consort, titles, nobility, supporters, sisters"
5921,"Which is wider, and thus has more [MASK], duchess or couch
","consort, titles, seats, nobility, servants"
5922,"Which is wider, and thus has more [MASK], duchess or counter
","consort, titles, knights, nobility, supporters"
5923,"Which is wider, and thus has more [MASK], duchess or countertop
","consort, seats, sides, bows, knights"
5924,"Which is wider, and thus has more [MASK], duchess or Cupboard
","seats, seating, sails, decks, skirts"
5925,"Which is wider, and thus has more [MASK], duchess or desk
","consort, titles, seats, servants, ladies"
5926,"Which is wider, and thus has more [MASK], duchess or Dossel
","consort, titles, sisters, siblings, seats"
5927,"Which is wider, and thus has more [MASK], duchess or Dressers
","titles, sisters, seats, ladies, servants"
5928,"Which is wider, and thus has more [MASK], duchess or Enzi
","titles, consort, sisters, seats, siblings"
5929,"Which is wider, and thus has more [MASK], duchess or Escrivaninha
","consort, titles, sisters, seats, supporters"
5930,"Which is wider, and thus has more [MASK], duchess or Estalo
","consort, titles, seats, sisters, nobility"
5931,"Which is wider, and thus has more [MASK], duchess or Estante
","titles, consort, sisters, siblings, seats"
5932,"Which is wider, and thus has more [MASK], duchess or Estrado
","consort, titles, sisters, seats, siblings"
5933,"Which is wider, and thus has more [MASK], duchess or Faux-palier
","titles, seats, sisters, consort, supporters"
5934,"Which is wider, and thus has more [MASK], duchess or footstool
","rooms, seats, seating, servants, room"
5935,"Which is wider, and thus has more [MASK], duchess or Four
","consort, titles, sisters, title, nobility"
5936,"Which is wider, and thus has more [MASK], duchess or futon
","consort, seats, titles, rooms, nobility"
5937,"Which is wider, and thus has more [MASK], duchess or haberdasher
","consort, titles, seats, sisters, nobility"
5938,"Which is wider, and thus has more [MASK], duchess or hanger
","seats, rooms, room, seating, consort"
5939,"Which is wider, and thus has more [MASK], duchess or Hatstand
","consort, titles, sisters, siblings, nobility"
5940,"Which is wider, and thus has more [MASK], duchess or headrest
","wings, sleeves, hair, armour, arms"
5941,"Which is wider, and thus has more [MASK], duchess or Highboy
","titles, consort, sisters, siblings, nobility"
5942,"Which is wider, and thus has more [MASK], duchess or hutch
","rooms, room, seats, seating, houses"
5943,"Which is wider, and thus has more [MASK], duchess or icebox
","seats, rooms, room, seating, balls"
5944,"Which is wider, and thus has more [MASK], duchess or Kari
","consort, titles, sisters, siblings, seats"
5945,"Which is wider, and thus has more [MASK], duchess or kast
","titles, consort, seats, nobility, sisters"
5946,"Which is wider, and thus has more [MASK], duchess or Lamp
","consort, titles, sisters, seats, nobility"
5947,"Which is wider, and thus has more [MASK], duchess or lamp
","consort, titles, seats, servants, nobility"
5948,"Which is wider, and thus has more [MASK], duchess or lectern
","seats, seating, rooms, windows, chairs"
5949,"Which is wider, and thus has more [MASK], duchess or Leito
","titles, consort, seats, sisters, siblings"
5950,"Which is wider, and thus has more [MASK], duchess or Loveseat
","consort, titles, sisters, nobility, siblings"
5951,"Which is wider, and thus has more [MASK], duchess or Maçaneta
","consort, titles, sisters, siblings, seats"
5952,"Which is wider, and thus has more [MASK], duchess or Mantel
","seats, consort, titles, sisters, nobility"
5953,"Which is wider, and thus has more [MASK], duchess or medalist
","consort, titles, nobility, princes, sisters"
5954,"Which is wider, and thus has more [MASK], duchess or Mesa
","consort, titles, nobility, siblings, sisters"
5955,"Which is wider, and thus has more [MASK], duchess or mirror
","consort, hair, sisters, seats, jewels"
5956,"Which is wider, and thus has more [MASK], duchess or office
","titles, consort, nobility, title, prestige"
5957,"Which is wider, and thus has more [MASK], duchess or Oonjal
","consort, titles, sisters, siblings, seats"
5958,"Which is wider, and thus has more [MASK], duchess or Pedestal
","consort, titles, seats, sisters, supporters"
5959,"Which is wider, and thus has more [MASK], duchess or Pinos
","consort, titles, sisters, siblings, supporters"
5960,"Which is wider, and thus has more [MASK], duchess or playpen
","children, seats, rooms, consort, dancers"
5961,"Which is wider, and thus has more [MASK], duchess or Prendedores
","consort, titles, sisters, seats, daughters"
5962,"Which is wider, and thus has more [MASK], duchess or psyche
","personality, depth, flexibility, potential, power"
5963,"Which is wider, and thus has more [MASK], duchess or radiogram
","antenna, channels, speakers, aperture, letters"
5964,"Which is wider, and thus has more [MASK], duchess or Rahle
","titles, consort, sisters, seats, siblings"
5965,"Which is wider, and thus has more [MASK], duchess or Screen
","consort, titles, nobility, sisters, siblings"
5966,"Which is wider, and thus has more [MASK], duchess or Screen
","consort, titles, nobility, sisters, siblings"
5967,"Which is wider, and thus has more [MASK], duchess or seat
","consort, seats, titles, dignity, queen"
5968,"Which is wider, and thus has more [MASK], duchess or Seating
","consort, titles, seats, nobility, supporters"
5969,"Which is wider, and thus has more [MASK], duchess or Secretary
","consort, titles, sisters, nobility, siblings"
5970,"Which is wider, and thus has more [MASK], duchess or Secretary-bookcase
","titles, pages, consort, rooms, than"
5971,"Which is wider, and thus has more [MASK], duchess or Settee
","consort, titles, sisters, seats, nobility"
5972,"Which is wider, and thus has more [MASK], duchess or shelf
","consort, titles, nobility, sisters, knights"
5973,"Which is wider, and thus has more [MASK], duchess or Sideboard
","seats, consort, seating, rooms, sails"
5974,"Which is wider, and thus has more [MASK], duchess or Sofa
","titles, consort, sisters, seats, siblings"
5975,"Which is wider, and thus has more [MASK], duchess or spalliera
","seats, titles, sisters, consort, rooms"
5976,"Which is wider, and thus has more [MASK], duchess or stand
","consort, seats, titles, supporters, than"
5977,"Which is wider, and thus has more [MASK], duchess or Stool
","consort, titles, sisters, seats, siblings"
5978,"Which is wider, and thus has more [MASK], duchess or Tủ
","consort, titles, sisters, siblings, nobility"
5979,"Which is wider, and thus has more [MASK], duchess or Tête-à-tête
","titles, sisters, consort, seats, than"
5980,"Which is wider, and thus has more [MASK], duchess or table
","seats, consort, rooms, room, seating"
5981,"Which is wider, and thus has more [MASK], duchess or Tapchan
","consort, titles, sisters, siblings, seats"
5982,"Which is wider, and thus has more [MASK], duchess or Trapeza
","consort, seats, titles, sisters, nobility"
5983,"Which is wider, and thus has more [MASK], duchess or tripod
","seats, wings, sides, legs, seating"
5984,"Which is wider, and thus has more [MASK], duchess or Vitrina
","consort, titles, sisters, nobility, seats"
5985,"Which is wider, and thus has more [MASK], duchess or vitrine
","consort, sisters, nobility, daughters, hair"
5986,"Which is wider, and thus has more [MASK], duchess or Voyeuse
","titles, consort, sisters, supporters, seats"
5987,"Which is wider, and thus has more [MASK], duchess or Wardrobe
","consort, titles, sisters, siblings, daughters"
5988,"Which is wider, and thus has more [MASK], duchess or washstand
","rooms, bedrooms, seats, room, skirts"
5989,"Which is wider, and thus has more [MASK], Enzi or Étagère
","vowels, consonants, curves, subdivisions, edges"
5990,"Which is wider, and thus has more [MASK], Enzi or accoudoir
","vowels, edges, flexibility, curves, consonants"
5991,"Which is wider, and thus has more [MASK], Enzi or Andiron
","vowels, varieties, consonants, edges, curves"
5992,"Which is wider, and thus has more [MASK], Enzi or Arca
","vowels, consonants, subdivisions, branches, varieties"
5993,"Which is wider, and thus has more [MASK], Enzi or arcaz
","vowels, edges, consonants, curves, layers"
5994,"Which is wider, and thus has more [MASK], Enzi or Argolas
","vowels, consonants, subdivisions, squares, branches"
5995,"Which is wider, and thus has more [MASK], Enzi or Armário
","subdivisions, variants, branches, vowels, varieties"
5996,"Which is wider, and thus has more [MASK], Enzi or Armchair
","curves, flexibility, edges, seats, vowels"
5997,"Which is wider, and thus has more [MASK], Enzi or armrest
","legs, claws, flexibility, branches, arms"
5998,"Which is wider, and thus has more [MASK], Enzi or Athénienne
","vowels, consonants, variants, subdivisions, edges"
5999,"Which is wider, and thus has more [MASK], Enzi or Baú
","vowels, consonants, edges, subdivisions, varieties"
6000,"Which is wider, and thus has more [MASK], Enzi or bank
","branches, subdivisions, shops, banks, channels"
6001,"Which is wider, and thus has more [MASK], Enzi or bed
","beds, layers, depth, curves, holes"
6002,"Which is wider, and thus has more [MASK], Enzi or bier
","edges, vowels, consonants, curves, sides"
6003,"Which is wider, and thus has more [MASK], Enzi or binder
","flexibility, flexible, edges, fibers, layers"
